age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,Class
48,0,0,0,0,-1.0,0
31,0,0,0,4,-12.0,0
46,0,0,0,1,-2.0,0
27,0,0,0,0,-1.0,0
20,0,0,3,1,-32.0,0
29,0,0,0,1,-48.0,0
24,0,0,0,0,-1.0,0
36,0,0,0,9,-1.0,0
35,0,0,0,3,0.0,0
21,0,0,0,1,-1.0,0
32,0,0,0,1,-1.0,0
23,0,1,0,1,0.0,0
39,0,0,0,0,-1.0,0
39,0,0,0,1,-1.0,0
23,0,0,0,1,0.0,0
24,0,0,0,0,-1.0,0
38,0,0,0,2,-64.0,0
41,0,0,0,1,-38.0,0
39,0,1,0,11,-1.0,0
34,0,0,0,14,-1.0,0
21,0,0,0,0,-1.0,0
37,0,0,0,4,-1.0,0
32,0,0,0,6,-1.0,0
30,0,0,0,0,0.0,0
23,0,0,0,0,-1.0,0
42,0,0,0,24,0.0,0
24,0,0,0,1,-1.0,0
24,0,0,0,1,0.0,0
56,0,0,0,6,-1.0,0
22,0,0,0,0,0.0,0
32,0,0,0,9,0.0,0
46,0,0,0,0,-1.0,0
26,0,0,0,5,-1.0,0
22,0,0,0,0,-1.0,0
33,0,0,0,3,-1.0,0
46,0,0,0,0,-1.0,0
32,0,0,0,0,-1.0,0
42,0,0,0,9,0.0,0
20,0,1,0,2,-16.0,0
32,0,0,0,0,-1.0,0
40,1,0,0,15,-1.0,0
25,0,1,0,2,-1.0,0
23,0,0,0,6,-1.0,0
58,0,0,0,0,-1.0,0
26,0,0,0,0,-1.0,0
28,0,0,0,2,-1.0,0
23,0,0,0,2,-9.0,0
25,4,0,0,13,-8.0,0
34,0,0,0,0,-1.0,0
27,0,0,0,2,-1.0,0
34,0,0,0,5,0.0,0
54,0,0,0,4,-1.0,0
25,0,0,0,0,-1.0,0
50,0,0,0,1,-1.0,0
32,0,0,0,4,-1.0,0
30,0,1,0,14,-1.0,0
30,0,0,0,0,0.0,0
20,0,1,0,1,-1.0,0
28,0,0,0,6,-1.0,0
22,0,0,0,3,0.0,0
44,0,0,0,1,-1.0,0
22,0,0,0,0,-1.0,0
31,0,0,0,7,-1.0,0
25,1,0,0,2,-1.0,0
22,0,1,0,2,-1.0,0
37,0,0,0,2,-1.0,0
21,0,0,0,0,0.0,0
43,0,0,0,12,-1.0,0
43,0,0,0,2,-12.0,0
43,0,0,0,0,0.0,0
23,0,0,0,0,0.0,0
27,0,0,0,3,-1.0,0
51,0,0,0,12,21.0,0
24,0,0,0,5,0.0,0
35,0,0,0,8,-1.0,0
24,0,0,0,10,0.0,0
34,0,0,0,0,-1.0,0
35,0,0,0,7,-1.0,0
21,0,0,1,0,-1.0,0
27,0,0,0,0,0.0,0
43,0,0,0,12,-1.0,0
33,0,0,0,2,0.0,0
23,0,0,0,2,-1.0,0
31,0,2,0,10,-3.0,0
38,0,0,0,3,0.0,0
28,0,0,0,10,0.0,0
20,0,2,1,3,-1.0,0
48,0,0,0,1,0.0,0
22,0,0,0,3,-41.0,0
53,0,0,0,1,-1.0,0
21,1,0,0,1,-1.0,0
34,0,0,0,1,0.0,0
48,0,0,0,1,-1.0,0
56,0,0,0,0,-1.0,0
30,0,0,0,0,-1.0,0
36,0,0,0,1,-1.0,0
39,0,0,0,2,-88.0,0
42,0,0,0,2,-1.0,0
29,0,0,0,8,0.0,0
31,0,0,0,5,-1.0,0
30,0,0,0,2,-15.0,0
32,0,0,0,3,-1.0,0
24,1,0,0,6,-1.0,0
57,0,0,0,7,0.0,0
27,0,0,1,1,-95.0,0
32,0,0,0,6,-29.0,0
47,0,0,0,3,-1.0,0
26,0,0,0,7,-1.0,0
47,0,0,0,17,-55.0,0
34,0,0,0,2,-1.0,0
51,0,0,0,4,-28.0,0
23,0,0,0,3,-1.0,0
23,0,0,0,0,0.0,0
27,0,0,0,4,-1.0,0
66,0,0,0,11,-1.0,0
30,0,1,0,4,0.0,0
24,0,0,0,0,-1.0,0
39,0,0,0,0,-1.0,0
54,0,0,0,0,-1.0,0
42,0,0,0,24,0.0,0
20,0,0,0,0,-1.0,0
22,0,0,0,0,-1.0,0
32,0,0,0,9,0.0,0
20,0,0,0,0,-1.0,0
38,0,0,0,6,-34.0,0
47,0,0,0,22,-1.0,0
25,0,0,0,4,-1.0,0
21,0,0,0,2,0.0,0
45,0,0,0,21,-1.0,0
22,0,1,1,3,0.0,0
39,0,0,0,9,-1.0,0
25,1,1,0,2,-1.0,0
23,0,0,0,3,-1.0,0
23,0,0,0,0,-1.0,0
40,0,0,0,4,0.0,0
25,0,0,0,2,-63.0,0
34,0,0,0,0,-1.0,0
27,0,0,0,2,0.0,0
22,0,0,0,1,-2.0,0
55,0,0,0,0,-1.0,0
22,0,0,0,1,0.0,0
23,0,0,0,1,-1.0,0
40,0,0,0,5,-1.0,0
21,0,0,0,0,-2.0,0
27,0,0,1,1,-1.0,0
60,0,0,0,12,-1.0,0
29,0,0,0,2,-1.0,0
51,0,0,0,2,-39.0,0
26,0,0,0,2,-1.0,0
24,0,0,0,1,-1.0,0
25,0,0,0,0,-1.0,0
21,0,1,0,1,-1.0,0
30,0,0,0,1,0.0,0
22,1,0,0,12,0.0,0
34,2,1,3,21,0.0,0
24,0,0,0,0,0.0,0
52,0,0,0,4,0.0,0
40,0,0,0,2,-7.0,0
42,0,0,0,14,-1.0,0
46,0,0,0,0,-1.0,0
29,0,0,0,2,-1.0,0
27,0,0,0,0,-1.0,0
55,0,0,0,1,0.0,0
33,0,0,0,2,-1.0,0
22,0,0,0,0,0.0,0
23,0,0,0,3,-1.0,0
26,0,0,0,8,-1.0,0
52,0,0,0,0,-1.0,0
27,0,0,0,9,-1.0,0
32,0,0,0,0,-4.0,0
25,1,1,0,2,-1.0,0
32,0,0,0,0,0.0,0
67,0,0,0,4,-1.0,0
26,0,0,0,7,48.0,0
57,0,0,0,0,-2.0,0
51,0,0,0,0,-1.0,0
26,1,0,0,2,-1.0,0
61,0,0,0,10,-1.0,0
44,0,0,0,0,-2.0,0
53,0,0,0,1,-1.0,0
43,0,0,0,0,-2.0,0
29,0,0,0,1,37.0,0
24,0,0,0,0,-1.0,0
27,0,0,0,5,0.0,0
29,0,0,0,0,-1.0,0
23,0,0,0,2,-1.0,0
43,0,0,0,3,-1.0,0
31,0,0,0,2,-1.0,0
38,0,0,1,10,0.0,0
40,0,0,0,10,-1.0,0
34,0,0,0,0,0.0,0
54,0,0,0,6,-1.0,0
29,3,0,1,4,-1.0,0
24,0,0,0,1,0.0,0
30,0,0,0,1,-40.0,0
30,1,0,2,8,-1.0,0
23,0,0,0,6,-1.0,0
21,0,0,0,1,0.0,0
27,0,0,0,7,-1.0,0
41,2,0,0,18,-1.0,0
23,0,0,0,4,0.0,0
28,0,0,0,4,0.0,0
28,0,0,0,0,-1.0,0
29,0,0,0,2,-1.0,0
47,0,0,0,1,-5.0,0
24,0,1,1,3,0.0,0
26,0,0,0,0,-1.0,0
60,0,0,0,13,-1.0,0
23,0,0,0,6,40.0,0
21,0,0,0,0,-1.0,0
30,0,0,1,7,-1.0,0
21,0,0,0,0,0.0,0
45,0,0,0,3,-23.0,0
30,0,0,0,3,-6.0,0
22,0,0,0,0,-1.0,0
28,0,0,0,0,-1.0,0
27,2,0,0,14,0.0,0
32,0,0,0,11,-1.0,0
21,0,0,0,1,-1.0,0
35,0,0,0,0,-7.0,0
39,0,0,0,2,-2.0,0
28,0,0,0,2,0.0,0
48,0,0,0,0,-1.0,0
24,0,0,0,2,-1.0,0
42,0,0,0,0,-3.0,0
33,0,0,0,0,-1.0,0
39,0,4,0,10,-1.0,0
34,0,0,0,5,-1.0,0
22,0,0,0,2,-1.0,0
67,0,0,0,0,-1.0,0
19,2,1,1,3,22.0,0
23,0,0,0,0,-1.0,0
34,0,0,0,0,-1.0,0
42,0,0,0,4,-1.0,0
26,0,0,0,2,-1.0,0
27,0,0,0,2,-1.0,0
23,0,0,0,2,-1.0,0
46,0,0,0,1,-37.0,0
22,0,1,1,3,-1.0,0
20,3,0,1,3,-1.0,0
27,0,0,0,7,-1.0,0
28,0,0,0,6,-1.0,0
30,0,0,0,7,0.0,0
37,0,0,0,23,-1.0,0
29,0,0,0,5,35.0,0
49,0,0,0,1,-22.0,0
46,0,0,0,1,-37.0,0
28,0,2,0,7,-1.0,0
21,0,0,0,0,-1.0,0
24,0,0,0,0,-2.0,0
31,0,0,0,23,0.0,0
45,0,0,0,0,-1.0,0
29,0,0,0,2,-24.0,0
32,0,0,0,2,0.0,0
27,0,0,1,18,-1.0,0
46,0,0,0,12,-40.0,0
32,0,0,0,2,-1.0,0
58,0,0,0,5,-1.0,0
27,0,0,0,2,-1.0,0
34,0,0,0,14,-1.0,0
33,0,0,0,11,-1.0,0
36,0,0,0,1,-1.0,0
24,0,0,0,0,0.0,0
23,0,0,0,0,0.0,0
58,0,0,0,6,-2.0,0
31,0,0,0,1,-1.0,0
47,0,0,0,3,-1.0,0
24,0,0,0,0,-1.0,0
28,0,0,0,6,-1.0,0
49,0,0,0,25,-1.0,0
24,0,0,0,4,-27.0,0
21,0,0,0,0,-1.0,0
36,1,2,0,14,-1.0,0
23,0,0,0,0,-1.0,0
22,0,0,0,1,-1.0,0
24,0,1,1,3,0.0,0
39,0,0,0,8,-1.0,0
28,0,0,0,0,-1.0,0
46,0,0,0,2,-23.0,0
21,0,0,0,0,-2.0,0
24,0,0,0,0,-1.0,0
53,0,0,0,1,-1.0,0
21,0,0,0,0,-1.0,0
20,0,0,0,2,-1.0,0
29,0,0,0,4,-20.0,0
37,0,0,0,8,0.0,0
22,0,0,0,0,-4.0,0
39,0,0,0,2,-1.0,0
46,0,0,0,2,-1.0,0
25,0,0,0,0,0.0,0
22,0,2,0,3,-1.0,0
42,0,0,0,5,-1.0,0
45,0,0,0,0,-1.0,0
23,0,2,2,4,-1.0,0
27,0,0,0,3,-32.0,0
28,0,0,0,1,-1.0,0
30,0,0,0,1,-1.0,0
24,0,0,0,5,-1.0,0
29,0,0,0,0,-1.0,0
27,0,0,0,7,-1.0,0
26,0,0,0,0,-1.0,0
50,0,0,0,5,-12.0,0
21,0,0,0,0,-1.0,0
29,0,0,0,0,-1.0,0
36,0,0,0,0,0.0,0
54,0,0,0,8,0.0,0
48,0,0,0,12,-1.0,0
42,0,0,0,9,0.0,0
34,0,0,0,16,-1.0,0
37,0,0,0,3,-1.0,0
34,0,0,0,2,-1.0,0
44,0,0,0,0,-1.0,0
44,0,0,0,0,-1.0,0
47,0,0,0,12,-98.0,0
22,0,0,0,0,-1.0,0
22,0,0,0,0,-5.0,0
27,0,0,0,1,-14.0,0
57,0,0,0,2,-50.0,0
34,0,0,0,2,-1.0,0
33,0,0,0,10,0.0,0
28,0,0,0,1,-1.0,0
25,0,0,0,5,-1.0,0
25,0,0,0,0,-1.0,0
26,0,0,0,2,-1.0,0
33,2,0,0,9,-1.0,0
22,0,0,0,3,-1.0,0
28,0,0,0,7,-1.0,0
33,0,0,0,2,-1.0,0
28,0,0,0,1,-2.0,0
31,0,0,0,0,-1.0,0
44,3,0,0,16,-1.0,0
34,0,0,0,1,0.0,0
25,0,0,0,1,0.0,0
25,0,0,0,0,0.0,0
23,0,0,0,0,-1.0,0
24,0,0,1,1,0.0,0
22,0,0,0,0,-1.0,0
25,0,0,0,1,-16.0,0
37,0,0,0,2,-1.0,0
31,0,0,0,1,-1.0,0
21,0,0,0,3,-1.0,0
22,0,0,0,1,-23.0,0
50,0,0,0,3,-1.0,0
27,0,0,0,4,-1.0,0
34,0,0,0,1,0.0,0
59,0,0,0,0,-2.0,0
26,0,0,0,0,-1.0,0
31,0,0,0,0,-1.0,0
44,0,0,0,8,-19.0,0
32,0,0,0,8,35.0,0
22,0,0,0,1,-1.0,0
39,0,0,0,9,-1.0,0
30,0,0,0,6,-10.0,0
40,0,0,0,5,-1.0,0
37,0,0,0,0,-2.0,0
60,0,0,0,1,-1.0,0
20,0,1,1,4,-1.0,0
20,0,0,0,0,0.0,0
57,0,0,0,12,70.0,0
24,0,0,0,11,-1.0,0
37,0,0,0,4,-1.0,0
35,0,0,1,1,0.0,0
34,0,0,0,4,-1.0,0
24,0,0,0,0,-1.0,0
38,0,0,2,5,-1.0,0
49,0,0,0,0,-4.0,0
20,0,1,1,2,-1.0,0
33,0,0,0,0,-1.0,0
32,0,0,0,1,-1.0,0
64,0,0,0,1,-1.0,0
33,0,0,0,2,0.0,0
40,0,0,0,0,-1.0,0
22,0,0,0,0,0.0,0
43,1,0,0,8,34.0,0
35,0,0,0,0,-1.0,0
31,0,0,0,0,-1.0,0
33,0,0,0,1,0.0,0
53,0,0,0,18,-1.0,0
25,0,0,0,0,-1.0,0
26,0,0,1,9,0.0,0
59,0,0,0,9,-91.0,0
48,0,0,0,6,-26.0,0
32,0,0,0,3,0.0,0
32,0,0,0,0,-1.0,0
27,0,1,3,6,-1.0,0
29,0,0,0,6,-1.0,0
26,0,0,0,1,-1.0,0
22,0,0,0,1,-1.0,0
38,0,0,0,3,-1.0,0
21,0,0,0,3,-1.0,0
31,0,0,0,9,-1.0,0
22,0,0,0,3,-1.0,0
38,0,0,0,2,-1.0,0
38,0,0,0,2,-7.0,0
33,0,0,0,1,-5.0,0
57,0,0,0,0,-2.0,0
23,0,2,0,3,-1.0,0
52,0,0,0,3,-1.0,0
36,0,0,0,2,-1.0,0
43,0,0,0,8,-1.0,0
31,0,0,0,2,-1.0,0
21,0,0,0,1,-1.0,0
32,0,0,0,0,-1.0,0
24,0,0,0,0,0.0,0
21,0,0,0,1,-1.0,0
34,0,0,0,13,-1.0,0
29,0,0,0,2,0.0,0
39,0,0,0,16,0.0,0
44,0,0,0,7,-42.0,0
33,0,0,3,18,-1.0,0
36,0,0,0,1,-1.0,0
42,0,0,0,3,-1.0,0
30,0,0,0,0,-1.0,0
42,0,0,0,16,-1.0,0
35,0,0,0,5,-1.0,0
29,1,0,1,9,-1.0,0
31,0,0,0,13,-1.0,0
36,0,2,0,17,-1.0,0
47,0,0,0,14,-1.0,0
51,0,0,0,1,-1.0,0
29,0,0,0,2,-1.0,0
35,0,0,0,6,-1.0,0
27,0,0,0,3,-1.0,0
50,0,0,0,0,-1.0,0
59,0,0,0,8,-1.0,0
44,0,0,0,4,0.0,0
46,0,0,1,15,-1.0,0
45,0,0,0,0,0.0,0
21,0,0,1,1,-1.0,0
27,0,0,0,2,-1.0,0
22,0,0,0,0,-1.0,0
59,0,0,0,17,-65.0,0
21,0,0,0,1,-1.0,0
34,0,0,0,0,-2.0,0
38,0,0,0,1,-27.0,0
28,0,0,0,5,-1.0,0
50,0,0,0,0,-1.0,0
27,0,0,0,1,-1.0,0
37,3,0,0,12,-1.0,0
24,0,0,0,1,0.0,0
21,0,0,0,0,-1.0,0
25,0,0,0,0,0.0,0
31,0,0,0,1,-1.0,0
29,0,0,0,16,-1.0,0
22,0,0,0,1,0.0,0
37,0,0,0,4,-1.0,0
31,0,0,0,0,-1.0,0
66,0,0,0,0,-1.0,0
30,0,0,0,1,-1.0,0
33,0,0,0,3,-1.0,0
33,0,0,0,4,-1.0,0
43,1,0,0,20,0.0,0
38,0,0,0,5,-1.0,0
49,0,0,0,6,-1.0,0
50,0,0,0,4,-1.0,0
28,0,0,1,3,-1.0,0
49,0,0,0,0,-1.0,0
26,0,0,0,4,-2.0,0
34,1,0,0,9,0.0,0
51,0,0,0,1,-1.0,0
48,0,0,0,0,-1.0,0
21,0,0,3,1,-25.0,0
30,0,0,0,0,-1.0,0
41,0,0,0,9,-1.0,0
25,0,1,0,6,-16.0,0
34,0,0,0,8,37.0,0
32,0,0,0,2,-1.0,0
29,0,0,0,1,0.0,0
31,0,0,0,0,0.0,0
27,0,0,0,2,-6.0,0
48,0,0,0,12,-24.0,0
22,0,0,0,3,-1.0,0
33,0,0,0,2,-2.0,0
34,0,0,0,3,0.0,0
24,0,0,2,2,-1.0,0
27,0,1,0,1,-1.0,0
40,0,0,0,6,-1.0,0
31,0,0,0,14,-1.0,0
23,0,0,0,1,-1.0,0
30,0,0,0,1,-1.0,0
39,1,1,0,16,-1.0,0
32,0,0,0,2,-1.0,0
63,0,0,0,2,-3.0,0
42,0,0,0,2,-1.0,0
31,0,0,0,10,-8.0,0
33,0,0,0,0,-1.0,0
35,0,0,0,1,-1.0,0
25,0,2,0,5,-3.0,0
41,0,0,0,0,-1.0,0
21,0,0,0,0,-1.0,0
20,0,0,0,0,-1.0,0
38,0,0,0,1,-1.0,0
36,0,0,0,2,-1.0,0
28,0,0,0,0,-1.0,0
53,0,0,0,20,-3.0,0
44,0,0,0,4,0.0,0
33,0,0,0,2,14.0,0
34,0,0,0,3,-1.0,0
38,2,2,1,22,-34.0,0
22,0,0,0,2,0.0,0
61,0,0,0,0,0.0,0
20,0,0,0,0,-1.0,0
31,0,0,0,0,-5.0,0
22,0,0,0,4,-13.0,0
38,0,0,0,0,-1.0,0
51,0,0,0,8,-1.0,0
56,0,0,0,9,0.0,0
34,0,0,0,1,-1.0,0
31,0,0,0,11,-1.0,0
31,0,0,0,3,-37.0,0
26,0,1,1,11,-1.0,0
23,0,0,0,0,-1.0,0
48,0,0,0,4,0.0,0
45,0,0,0,0,0.0,0
27,0,2,1,18,0.0,0
19,0,0,0,0,0.0,0
27,0,0,0,1,-1.0,0
25,0,0,0,4,-1.0,0
32,0,0,1,0,-1.0,0
30,0,0,0,1,-71.0,0
43,0,0,0,2,0.0,0
27,0,0,0,5,-1.0,0
41,0,0,0,3,0.0,0
30,0,0,0,15,-4.0,0
37,0,0,0,6,-1.0,0
32,0,0,0,2,-28.0,0
24,0,0,0,5,-1.0,0
44,0,0,0,4,0.0,0
70,0,0,0,1,-13.0,0
28,0,0,0,1,-1.0,0
31,0,0,0,1,0.0,0
20,0,0,0,1,-70.0,0
24,0,1,0,9,-1.0,0
23,0,0,0,1,-39.0,0
64,0,0,0,1,-1.0,0
40,0,0,0,0,-1.0,0
25,0,0,0,0,-1.0,0
26,0,0,0,1,-1.0,0
25,0,0,0,1,-1.0,0
28,0,0,0,1,0.0,0
28,0,0,0,7,-1.0,0
42,0,0,0,1,0.0,0
19,1,3,2,5,-31.0,0
21,0,0,0,0,-1.0,0
23,0,0,0,1,-1.0,0
43,0,0,0,0,0.0,0
44,0,0,0,5,-1.0,0
48,0,0,0,3,-1.0,0
75,0,0,0,1,-35.0,0
40,0,0,0,4,-1.0,0
47,0,0,0,1,0.0,0
24,0,0,2,8,-1.0,0
22,0,0,0,0,-1.0,0
23,0,0,0,0,-1.0,0
26,0,0,0,13,0.0,0
30,0,0,0,12,0.0,0
52,0,0,0,0,-1.0,0
23,0,0,0,1,-40.0,0
28,0,0,0,4,-1.0,0
66,0,0,0,1,-1.0,0
27,0,0,0,1,-1.0,0
21,1,0,0,1,-1.0,0
29,0,0,0,1,-1.0,0
33,0,0,0,1,-4.0,0
48,0,0,0,4,-26.0,0
39,0,0,0,21,-1.0,0
24,0,0,0,5,86.0,0
69,0,0,0,0,0.0,0
21,0,0,0,0,-1.0,0
26,0,0,0,0,-1.0,0
34,0,0,0,7,0.0,0
55,0,0,0,3,-1.0,0
24,0,0,0,0,-1.0,0
28,0,0,0,1,-1.0,0
45,1,0,0,12,-1.0,0
60,0,0,0,3,-60.0,0
24,0,0,0,1,0.0,0
26,0,0,0,6,0.0,0
28,0,1,0,9,-1.0,0
23,0,0,0,3,-1.0,0
45,0,0,0,3,-23.0,0
37,0,0,0,1,-1.0,0
26,0,0,0,3,-1.0,0
21,0,1,0,6,-19.0,0
24,0,0,0,0,-1.0,0
56,0,0,0,0,-1.0,0
34,0,0,0,5,-1.0,0
29,1,2,0,6,0.0,0
29,0,0,0,7,0.0,0
23,0,0,0,4,-33.0,0
21,0,0,0,1,-1.0,0
29,0,0,0,5,0.0,0
63,0,0,0,1,0.0,0
27,0,0,0,0,-1.0,0
33,0,0,1,9,-1.0,0
27,0,0,0,0,-1.0,0
53,0,0,0,1,-29.0,0
63,0,0,0,0,0.0,0
36,0,0,0,3,-27.0,0
20,0,0,0,0,32.0,0
32,0,0,0,3,0.0,0
68,0,0,0,0,-2.0,0
31,0,0,0,0,-1.0,0
52,0,0,0,0,-1.0,0
26,0,0,0,1,-18.0,0
51,1,0,0,8,-1.0,0
59,0,0,0,10,-1.0,0
36,0,0,0,2,0.0,0
22,0,0,0,5,-42.0,0
31,0,0,0,0,-1.0,0
36,0,0,0,5,-1.0,0
31,0,0,0,15,0.0,0
20,0,0,0,0,-1.0,0
37,0,0,0,8,0.0,0
26,0,0,0,0,-1.0,0
31,0,0,0,9,0.0,0
20,0,0,0,0,-1.0,0
41,0,0,0,1,0.0,0
24,0,0,0,2,-1.0,0
28,0,0,0,3,-1.0,0
49,0,0,0,0,0.0,0
25,0,0,0,7,-1.0,0
60,0,0,0,0,-1.0,0
29,0,0,0,0,-1.0,0
35,0,0,0,8,0.0,0
29,0,0,0,12,0.0,0
38,0,0,0,0,-1.0,0
32,0,0,0,0,-1.0,0
33,0,0,0,16,-2.0,0
39,0,0,0,1,-2.0,0
39,0,0,0,1,-1.0,0
34,1,0,0,26,0.0,0
26,0,0,0,2,-1.0,0
33,0,0,0,0,-1.0,0
20,1,0,0,1,57.0,0
47,0,0,0,0,0.0,0
27,0,0,0,7,-1.0,0
42,0,0,0,5,-1.0,0
36,0,0,0,1,-1.0,0
27,0,0,0,0,0.0,0
28,0,0,0,2,-1.0,0
35,0,0,1,8,0.0,0
31,0,0,0,2,-1.0,0
23,0,0,0,0,-1.0,0
32,0,0,0,3,-1.0,0
47,0,0,0,7,-1.0,0
30,0,0,0,0,-1.0,0
41,0,0,0,2,-1.0,0
37,0,0,0,8,0.0,0
28,0,0,0,0,-1.0,0
51,0,0,0,1,-83.0,0
42,3,0,0,17,-8.0,0
27,0,0,0,4,-1.0,0
60,0,0,0,0,-7.0,0
34,0,0,0,0,-1.0,0
46,0,0,0,2,-1.0,0
25,0,0,0,0,0.0,0
21,0,1,0,1,-1.0,0
34,0,0,0,3,0.0,0
38,0,0,0,1,-1.0,0
45,0,0,0,6,-1.0,0
31,0,0,0,9,-1.0,0
34,0,0,0,0,-2.0,0
24,0,0,0,4,-1.0,0
35,0,0,0,3,-1.0,0
47,4,0,1,14,-1.0,0
36,0,0,0,0,0.0,0
52,0,0,0,0,-1.0,0
30,0,0,0,0,-1.0,0
29,0,0,0,11,-1.0,0
33,0,0,0,2,-10.0,0
50,0,0,0,0,0.0,0
52,0,0,0,2,-1.0,0
33,0,0,0,21,-6.0,0
39,0,1,0,4,-30.0,0
24,0,0,0,5,-1.0,0
26,0,0,0,0,-1.0,0
37,0,0,0,8,-1.0,0
24,0,0,0,0,-2.0,0
28,0,0,0,5,-1.0,0
43,0,0,0,0,-1.0,0
58,0,0,0,1,-1.0,0
54,0,0,0,4,-1.0,0
35,0,0,0,0,0.0,0
29,0,0,0,11,-3.0,0
24,0,0,0,4,-1.0,0
29,0,0,0,3,-1.0,0
36,1,0,0,26,-1.0,0
21,0,0,0,1,-40.0,0
20,0,0,0,2,-3.0,0
43,0,0,0,4,-1.0,0
24,0,0,0,3,-1.0,0
31,0,0,0,10,-18.0,0
56,0,0,0,13,-59.0,0
38,0,0,0,2,-1.0,0
53,0,0,0,2,-1.0,0
58,0,0,0,5,-1.0,0
22,0,0,0,0,-1.0,0
24,1,0,0,6,-1.0,0
42,0,0,0,0,-1.0,0
30,0,1,0,11,31.0,0
28,0,0,0,0,-1.0,0
64,0,0,0,0,-1.0,0
61,0,0,0,1,-49.0,0
49,0,0,0,1,-1.0,0
23,0,0,0,0,-1.0,0
59,0,0,0,4,-49.0,0
22,1,0,0,2,0.0,0
24,0,0,3,4,-1.0,0
26,0,0,0,5,-1.0,0
34,0,0,0,5,-1.0,0
51,0,0,0,1,-1.0,0
35,0,0,0,1,-1.0,0
30,0,0,0,3,-94.0,0
63,0,0,0,2,-1.0,0
34,0,0,0,2,0.0,0
48,0,0,0,0,-1.0,0
31,0,0,1,11,0.0,0
46,0,0,0,2,-1.0,0
31,0,0,0,2,-1.0,0
36,0,0,0,5,17.0,0
26,0,0,0,0,-6.0,0
26,0,0,0,2,-1.0,0
35,0,0,0,1,0.0,0
43,0,0,0,8,35.0,0
49,0,0,0,0,0.0,0
53,0,0,0,1,-2.0,0
41,0,0,0,0,-4.0,0
22,0,0,0,3,-1.0,0
21,0,0,0,0,-1.0,0
33,0,0,0,13,0.0,0
39,0,0,0,3,-1.0,0
21,0,0,0,0,-6.0,0
29,0,0,2,14,0.0,0
22,0,0,0,3,-1.0,0
24,0,0,0,1,-38.0,0
31,0,0,0,0,-1.0,0
48,0,0,0,5,-1.0,0
40,0,0,0,1,0.0,0
57,0,0,0,21,-33.0,0
45,0,0,0,8,-1.0,0
20,0,0,0,1,-1.0,0
32,0,0,0,8,31.0,0
26,1,0,0,10,-1.0,0
28,0,0,0,5,-1.0,0
22,0,0,0,6,-1.0,0
31,0,0,0,0,-1.0,0
45,0,0,0,2,-1.0,0
27,0,0,0,4,0.0,0
20,2,0,0,2,-1.0,0
33,0,0,0,3,-1.0,0
47,0,0,0,0,0.0,0
41,0,0,0,3,-1.0,0
51,0,0,0,1,-12.0,0
27,0,0,0,5,20.0,0
45,0,0,0,1,-1.0,0
23,1,0,0,3,-1.0,0
25,0,0,0,2,-1.0,0
29,0,0,1,11,-65.0,0
38,0,0,0,3,0.0,0
22,0,0,0,3,-1.0,0
36,0,0,0,15,-1.0,0
32,0,0,0,1,-1.0,0
29,0,0,0,0,0.0,0
26,0,0,0,3,-1.0,0
21,0,0,0,0,-2.0,0
31,0,0,0,4,-1.0,0
22,0,0,0,1,-1.0,0
58,0,0,0,16,-1.0,0
31,0,0,0,0,-1.0,0
25,0,0,2,6,-1.0,0
22,0,0,0,0,-1.0,0
41,0,0,0,3,-1.0,0
34,0,0,0,8,37.0,0
20,1,0,0,1,-48.0,0
52,0,0,0,0,-1.0,0
21,0,0,0,0,-1.0,0
28,0,0,0,0,-1.0,0
19,3,0,0,2,-21.0,0
41,0,0,0,11,-1.0,0
29,0,0,0,1,-50.0,0
36,0,0,0,2,-1.0,0
46,0,0,0,1,-37.0,0
52,0,0,0,2,-1.0,0
53,0,0,0,11,-1.0,0
32,0,0,0,0,-1.0,0
55,0,0,0,3,-1.0,0
36,0,0,0,9,0.0,0
38,0,0,0,7,0.0,0
50,1,0,0,5,29.0,0
38,0,0,0,0,-1.0,0
40,0,0,0,1,0.0,0
22,0,0,0,1,-1.0,0
33,0,0,0,0,-2.0,0
22,0,0,0,0,-5.0,0
23,0,0,0,0,-1.0,0
22,0,0,0,4,-1.0,0
32,1,2,0,17,84.0,0
27,0,0,0,4,0.0,0
22,0,1,1,3,-1.0,0
24,0,0,0,2,-1.0,0
34,0,0,0,4,0.0,0
32,0,0,0,2,-1.0,0
24,0,0,0,1,-1.0,0
28,0,0,0,0,0.0,0
55,0,0,0,0,-1.0,0
32,1,0,0,2,15.0,0
22,0,0,0,1,-1.0,0
47,0,0,0,1,-1.0,0
27,0,0,0,6,-1.0,0
51,0,0,0,2,-1.0,0
24,0,0,0,1,-1.0,0
25,0,0,0,1,-1.0,0
51,0,0,0,3,-1.0,0
22,0,0,1,1,-1.0,0
24,0,0,0,2,0.0,0
58,0,0,0,4,-1.0,0
34,0,0,0,1,39.0,0
21,0,0,0,5,-1.0,0
24,0,0,0,5,-40.0,0
36,0,0,0,1,0.0,0
45,0,0,0,0,-1.0,0
45,1,0,0,16,-1.0,0
31,0,0,0,5,-1.0,0
25,0,0,0,2,-25.0,0
67,0,0,0,1,19.0,0
21,0,0,0,0,-1.0,0
21,0,0,0,0,-1.0,0
19,0,0,0,2,-2.0,0
50,0,0,0,0,-1.0,0
30,0,0,0,2,-1.0,0
