vseismic,vseismoacoustic,vshift,vgenergy,vgpuls,vgdenergy,vgdpuls,vghazard,vnbumps,vnbumps2,vnbumps3,vnbumps4,vnbumps5,vnbumps6,vnbumps7,vnbumps89,venergy,vmaxenergy,Class
1,0,1,26630,785,25,27,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,836500,2313,55,19,0,4,0,4,0,0,0,0,0,19000,9000,1
1,0,1,36870,579,163,119,0,1,0,1,0,0,0,0,0,5000,5000,0
0,0,0,4490,35,-78,-73,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,66510,215,93,50,1,1,1,0,0,0,0,0,0,300,300,0
0,0,0,251120,624,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4560,112,-63,-54,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5890,301,-43,-13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,8450,121,-63,-70,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,31430,484,-10,-11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26800,94,-18,-49,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,0,10850,131,55,49,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,7220,218,-29,16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1330,54,-88,-76,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11330,246,-9,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,691310,1416,-14,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,71540,608,80,-1,2,2,0,2,0,0,0,0,0,4000,2000,0
1,0,1,47840,594,106,27,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,480250,2368,-42,13,0,2,0,1,1,0,0,0,0,34000,30000,0
0,0,1,45940,702,67,45,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,34820,550,16,6,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,11190,245,10,31,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,19340,218,18,-19,0,1,0,1,0,0,0,0,0,3000,3000,0
0,1,0,29650,93,-51,-20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,182210,1766,63,63,0,6,1,5,0,0,0,0,0,17800,7000,0
1,1,0,20340,271,16,93,0,2,0,1,0,1,0,0,0,202000,200000,0
0,0,1,18370,486,18,72,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72780,269,-48,-52,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,0,3510,27,-22,-35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4720,26,73,-35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,474770,1512,-32,-14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,23310,242,-2,-53,0,1,1,0,0,0,0,0,0,700,700,0
1,0,1,10220,408,-62,-14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17050,404,-2,-30,0,1,1,0,0,0,0,0,0,700,700,0
0,0,1,86740,486,17,25,0,2,0,2,0,0,0,0,0,9000,7000,0
0,0,1,64920,690,103,7,0,1,0,1,0,0,0,0,0,1000,1000,0
0,0,1,44960,643,19,56,0,4,1,3,0,0,0,0,0,14400,9000,0
0,1,0,1020,10,-81,-82,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,42300,55,37,-10,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,10980,327,-16,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,55730,387,-89,-87,0,3,2,1,0,0,0,0,0,9600,8000,1
0,1,0,18400,46,-68,-60,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7340,213,-19,-28,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,59840,696,124,7,0,2,1,1,0,0,0,0,0,6300,6000,1
0,0,1,129190,278,47,67,0,4,1,3,0,0,0,0,0,13500,8000,0
0,0,1,259110,1409,-11,46,0,1,1,0,0,0,0,0,0,900,900,0
1,1,1,43780,529,168,84,0,1,0,1,0,0,0,0,0,1000,1000,0
0,0,0,2810,7,15,-82,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,70740,154,-50,-36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3590,203,-69,-60,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,26130,220,-46,-27,0,2,1,1,0,0,0,0,0,2200,2000,0
1,1,1,30220,592,6,-6,1,1,1,0,0,0,0,0,0,100,100,0
1,1,1,45680,1276,84,92,0,1,1,0,0,0,0,0,0,500,500,0
0,0,1,33560,590,194,111,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,107250,168,43,-8,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,14570,326,-8,-18,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,18490,451,-34,-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1970,17,-14,-58,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,57010,535,144,14,0,1,1,0,0,0,0,0,0,600,600,0
1,1,1,26370,524,73,119,0,1,0,0,1,0,0,0,0,30000,30000,0
1,1,1,68970,624,71,94,0,5,2,2,1,0,0,0,0,34400,20000,1
0,2,0,24940,543,226,129,2,2,1,1,0,0,0,0,0,2500,2000,0
1,1,1,48950,744,67,53,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2570,10,18,-75,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,76490,1203,484,367,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2970,19,0,-52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13610,262,46,-19,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,28360,781,7,68,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,33310,274,-30,-27,0,6,3,3,0,0,0,0,0,6800,3000,0
1,0,1,31770,231,2,-3,0,3,1,2,0,0,0,0,0,10400,8000,0
1,0,1,29500,794,119,106,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,21950,375,-24,-15,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,30150,691,13,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,44080,339,-22,11,0,2,1,1,0,0,0,0,0,3700,3000,0
0,0,0,26510,106,-55,-60,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4650,104,-62,-57,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,542890,1623,-51,-14,0,3,0,2,1,0,0,0,0,25000,20000,0
1,0,1,19640,302,-16,-36,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,16450,378,-48,-16,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,993080,3023,49,56,0,3,1,0,2,0,0,0,0,70800,40000,1
0,0,0,10100,23,-82,-75,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,833660,2493,22,32,0,4,2,2,0,0,0,0,0,11000,6000,0
0,0,1,178220,371,13,7,0,2,2,0,0,0,0,0,0,800,400,0
1,0,1,7340,166,-53,-54,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22200,685,153,130,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,951410,1332,98,-7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7160,182,-13,-34,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,12900,201,-50,-59,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,15650,316,-52,-28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16410,32,51,-20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3310,17,33,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,114540,488,-23,0,0,2,0,2,0,0,0,0,0,8000,5000,0
0,1,1,25080,244,62,12,0,2,1,1,0,0,0,0,0,9500,9000,0
1,0,1,645750,2035,7,6,0,4,1,1,2,0,0,0,0,63800,40000,0
0,1,0,13060,81,96,-18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3610,154,-67,-55,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,9450,325,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,90650,2005,135,86,0,2,0,2,0,0,0,0,0,4000,3000,0
0,0,1,122640,979,10,21,0,6,4,2,0,0,0,0,0,9200,6000,1
1,1,1,93280,747,273,49,0,3,0,2,1,0,0,0,0,16000,10000,0
1,1,0,19640,556,-21,-11,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3380,262,-68,-30,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,211440,403,24,38,0,4,2,2,0,0,0,0,0,7300,4000,0
1,1,1,74960,1471,124,60,1,1,0,0,1,0,0,0,0,10000,10000,0
0,0,1,27870,238,-6,-5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,17800,436,58,56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5550,44,-31,-12,0,2,1,1,0,0,0,0,0,4300,4000,0
0,0,1,1256570,3289,86,88,0,3,2,1,0,0,0,0,0,6200,5000,0
0,0,1,20570,346,-7,-6,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2960,49,-62,-34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,8210,351,-52,-37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,41410,630,38,29,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,43730,832,10,35,2,0,0,0,0,0,0,0,0,0,0,0
0,0,1,298230,916,9,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13960,36,-85,-74,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,14070,504,25,81,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,22090,174,-47,-54,0,4,1,3,0,0,0,0,0,8800,5000,0
1,0,1,44980,597,45,19,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,690550,3915,28,29,0,3,1,1,1,0,0,0,0,34400,30000,1
0,0,1,620720,1789,17,23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8750,47,-80,-75,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,45520,1214,177,164,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,936850,1737,24,17,0,2,1,1,0,0,0,0,0,2600,2000,0
0,0,1,42220,382,29,-9,0,1,0,1,0,0,0,0,0,8000,8000,0
0,0,1,23190,368,-22,-27,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,74570,308,-41,-35,0,2,0,2,0,0,0,0,0,4000,3000,0
0,0,1,61200,625,116,34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6390,138,-29,-36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,532290,2055,-4,-19,0,2,0,2,0,0,0,0,0,4000,2000,0
0,0,1,24100,197,16,-45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,105160,284,34,66,0,1,0,1,0,0,0,0,0,6000,6000,0
1,0,0,5920,82,-94,-85,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,11390,233,-66,-55,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,54920,801,102,70,0,1,1,0,0,0,0,0,0,200,200,0
0,0,0,3430,23,27,-42,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,75890,1742,315,245,1,1,0,1,0,0,0,0,0,1000,1000,0
0,0,1,14580,308,-42,-38,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,60140,800,267,181,0,2,0,2,0,0,0,0,0,3000,2000,0
1,1,1,9090,511,-51,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,13120,19,-73,-81,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,4600,105,-63,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,10920,136,58,-16,0,1,1,0,0,0,0,0,0,200,200,0
0,1,0,9350,44,-20,10,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,34360,604,40,44,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,84510,1049,87,51,1,1,1,0,0,0,0,0,0,200,200,0
0,1,0,7780,291,-17,-7,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,49410,74,-33,-69,0,2,0,2,0,0,0,0,0,6000,3000,0
1,1,1,25180,592,39,24,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,309010,983,15,38,1,2,1,1,0,0,0,0,0,1800,1000,0
0,1,1,38360,759,29,83,0,1,0,1,0,0,0,0,0,7000,7000,0
0,0,0,3530,27,30,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4030,127,-13,48,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,8170,119,-20,-37,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,1,120690,150,-18,-43,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7370,110,-63,-46,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5770,45,-86,-89,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,0,1400,51,-88,-78,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,22820,311,-25,-51,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,15210,527,-64,-56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,11740,278,-47,-25,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,32410,1205,252,295,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7290,185,-20,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,301550,922,32,66,0,1,0,1,0,0,0,0,0,3000,3000,0
0,1,1,15030,484,-5,22,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22890,81,-63,-58,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,9860,324,7,46,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,20760,326,-32,-49,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,28500,446,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,11570,166,-46,-56,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,140090,380,-40,-46,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,59060,264,65,85,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,0,10110,531,-2,51,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,176830,1297,54,56,0,5,2,2,1,0,0,0,0,36200,30000,0
0,1,1,34230,551,15,33,0,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,24950,344,-7,-21,0,1,1,0,0,0,0,0,0,300,300,0
0,1,1,197620,406,19,-16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,32070,138,-36,-23,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,16380,736,63,112,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9360,157,-69,-68,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,32180,934,44,57,0,1,1,0,0,0,0,0,0,400,400,0
0,0,1,28350,467,-19,-15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,14650,325,-56,-40,0,1,1,0,0,0,0,0,0,300,300,0
0,0,1,373180,1246,-32,-14,0,1,0,1,0,0,0,0,0,2000,2000,0
0,0,1,13830,145,-58,-51,0,3,2,1,0,0,0,0,0,3900,3000,0
0,1,1,21520,477,-32,-5,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,35940,609,28,-6,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,37270,293,-31,-23,0,3,1,2,0,0,0,0,0,6200,4000,0
1,0,1,206610,1421,-7,1,0,2,1,1,0,0,0,0,0,4200,4000,1
0,0,0,8390,33,262,-65,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,22840,842,146,311,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1650,46,-37,15,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,64990,802,77,32,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,1,716630,1677,-8,14,0,2,2,0,0,0,0,0,0,700,500,0
0,1,1,56350,999,26,19,0,2,2,0,0,0,0,0,0,1000,800,0
0,0,1,23170,348,-18,-25,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8380,234,-9,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8810,262,-27,6,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,32600,880,224,153,0,2,1,0,1,0,0,0,0,60500,60000,0
1,0,1,29370,694,0,40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,121870,935,-15,-26,0,2,2,0,0,0,0,0,0,900,500,0
1,0,1,5890,166,-60,-56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,446210,1030,-40,-32,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,44600,591,64,75,0,1,0,1,0,0,0,0,0,2000,2000,0
1,0,1,347400,1684,-28,-22,0,2,0,1,1,0,0,0,0,31000,30000,0
0,1,1,148160,1282,1,0,0,2,2,0,0,0,0,0,0,1300,900,0
1,1,1,54860,989,233,115,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,12270,24,-52,-62,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2600,116,-76,-40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,6330,327,-33,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,118860,1122,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,285750,791,1,-19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23220,112,-53,-45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,9710,248,-72,-57,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5310,49,-88,-89,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,21780,944,136,209,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,10130,133,-67,-32,0,1,0,1,0,0,0,0,0,2000,2000,0
1,0,1,44330,485,27,-10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,28500,337,-26,-22,0,1,1,0,0,0,0,0,0,400,400,0
1,1,1,45330,648,72,40,1,2,2,0,0,0,0,0,0,900,600,1
1,0,1,21660,433,-30,-14,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,14000,286,-59,-48,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,23040,392,-10,-22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,25680,515,-14,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11440,121,-68,-37,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2940,123,-72,-68,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,35800,341,16,38,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5130,115,-55,-49,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,34390,646,6,22,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,48630,126,-48,-35,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,61770,1062,31,90,0,6,2,4,0,0,0,0,0,10800,6000,1
1,1,1,54610,527,95,84,0,6,1,5,0,0,0,0,0,14700,4000,1
0,0,0,10250,177,-18,-29,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,21730,56,37,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,26400,510,13,9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9840,217,-6,6,0,1,0,0,1,0,0,0,0,10000,10000,0
0,0,0,5780,163,-36,-25,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,149050,697,-54,-35,0,1,0,1,0,0,0,0,0,6000,6000,0
0,0,1,41740,331,37,29,0,2,2,0,0,0,0,0,0,1100,700,0
1,1,1,51910,495,57,73,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,37560,493,149,61,0,1,1,0,0,0,0,0,0,200,200,0
1,0,0,12150,118,-52,-36,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,0,7460,240,-28,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,12400,402,9,44,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7590,20,-31,-50,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,40210,193,-71,-59,0,1,0,1,0,0,0,0,0,5000,5000,0
1,0,1,71360,827,143,67,0,2,1,1,0,0,0,0,0,4700,4000,0
0,0,1,32210,510,147,95,0,1,1,0,0,0,0,0,0,600,600,0
0,1,1,328050,707,51,0,0,1,1,0,0,0,0,0,0,200,200,0
0,1,0,8110,29,-33,-28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,29990,203,-55,-75,0,3,1,2,0,0,0,0,0,9400,6000,0
0,0,1,71080,767,88,94,0,5,3,2,0,0,0,0,0,4600,2000,1
1,1,0,6890,204,-34,-46,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3100,184,-72,-47,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,9870,363,8,16,0,1,0,1,0,0,0,0,0,8000,8000,0
0,0,1,73930,94,-55,-76,0,1,0,1,0,0,0,0,0,1000,1000,0
0,0,1,270040,717,10,-14,0,2,2,0,0,0,0,0,0,800,500,0
0,0,0,6220,76,-26,-65,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9820,167,-60,-58,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,6660,153,-35,-58,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,19220,149,-34,-33,0,6,2,4,0,0,0,0,0,10700,5000,0
0,0,0,87740,357,-30,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14810,45,41,12,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7130,105,134,142,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4150,262,-64,-49,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1367850,3137,-15,5,0,1,0,1,0,0,0,0,0,1000,1000,0
1,0,1,59410,1552,59,48,0,2,2,0,0,0,0,0,0,900,600,0
1,0,0,6450,112,-38,-71,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5250,66,-49,36,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,950,4,-40,-90,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6460,27,-37,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,17610,228,5,-13,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,35130,859,65,38,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,21200,794,-43,-24,0,1,1,0,0,0,0,0,0,200,200,0
0,1,0,15050,52,-61,-38,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,15740,278,8,-24,1,1,0,1,0,0,0,0,0,3000,3000,0
1,1,1,62860,596,154,31,1,3,3,0,0,0,0,0,0,1300,500,0
0,0,1,19630,295,-40,-11,0,3,2,1,0,0,0,0,0,8300,7000,0
0,0,1,45080,468,3,-6,0,3,2,1,0,0,0,0,0,2000,1000,0
0,0,0,9920,221,37,36,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,17960,780,-38,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,464220,1808,16,10,0,2,1,0,1,0,0,0,0,40700,40000,0
0,1,1,36770,657,25,57,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,39410,1146,12,9,0,1,0,1,0,0,0,0,0,3000,3000,0
0,0,1,481630,1678,-10,17,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3610,107,-65,-72,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,16470,661,60,88,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,110510,708,-58,-58,0,4,2,1,1,0,0,0,0,44200,40000,0
1,1,1,35290,754,-16,-36,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,140610,254,-20,-17,1,1,1,0,0,0,0,0,0,800,800,0
0,1,1,64380,844,94,57,0,4,3,1,0,0,0,0,0,4200,3000,1
0,0,1,94190,2191,161,117,0,5,2,1,2,0,0,0,0,116500,90000,0
0,1,0,8190,325,-13,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1380,56,-49,40,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,37110,484,17,-3,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,12980,436,-13,16,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9660,511,-4,47,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9050,436,-10,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,372380,1264,-26,-9,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,273200,2387,89,71,0,2,1,1,0,0,0,0,0,3400,3000,0
0,0,0,31540,121,-32,-30,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,24790,236,-31,-17,0,1,1,0,0,0,0,0,0,600,600,0
1,1,1,21300,257,33,10,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,10370,134,-44,-6,0,3,1,2,0,0,0,0,0,6300,4000,1
0,1,1,22990,395,-8,-12,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,91420,774,-61,-49,0,4,1,3,0,0,0,0,0,12700,9000,1
1,0,1,35300,816,-9,-24,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,7000,131,-40,-56,0,1,0,1,0,0,0,0,0,1000,1000,0
0,1,1,111950,997,-8,-13,0,4,3,1,0,0,0,0,0,4400,3000,0
0,0,1,19240,370,-43,-31,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6320,32,11,-38,0,1,0,1,0,0,0,0,0,4000,4000,0
0,1,1,14830,492,-21,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12070,296,0,20,0,1,1,0,0,0,0,0,0,100,100,0
1,0,1,32490,595,-7,7,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,32500,873,97,90,1,1,1,0,0,0,0,0,0,300,300,0
0,2,1,27950,702,-31,10,2,0,0,0,0,0,0,0,0,0,0,0
1,0,1,47010,375,57,63,0,4,2,1,0,1,0,0,0,204400,200000,0
0,1,1,15930,177,-57,-29,0,2,1,1,0,0,0,0,0,2600,2000,0
0,1,1,26860,458,244,153,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,23670,721,153,140,0,1,1,0,0,0,0,0,0,300,300,0
0,0,0,3130,25,6,-38,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,20660,335,-42,-39,0,1,1,0,0,0,0,0,0,200,200,0
1,0,1,1699290,3425,21,36,0,1,0,0,1,0,0,0,0,50000,50000,0
0,2,1,83180,744,-32,-19,0,3,1,2,0,0,0,0,0,14600,9000,1
1,0,1,31620,520,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,29800,627,12,-4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,5680,210,-66,-20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,918020,1759,-36,-34,0,2,0,2,0,0,0,0,0,5000,3000,0
1,0,1,26330,386,13,-18,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,8610,79,-74,-69,0,1,0,1,0,0,0,0,0,5000,5000,0
0,1,0,5690,100,-53,-59,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,34620,661,18,36,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5990,53,-42,-64,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,27480,441,-21,-18,0,1,0,1,0,0,0,0,0,4000,4000,0
0,0,0,73030,240,25,7,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,56940,769,72,48,0,1,0,0,1,0,0,0,0,40000,40000,0
0,1,1,13930,423,-26,-32,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,12520,321,37,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75930,305,-38,-27,0,1,0,1,0,0,0,0,0,6000,6000,0
1,1,1,17730,568,-1,24,0,0,0,0,0,0,0,0,0,0,0,0
