V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Class
-495,1192,927,203,76,-1479,27,-363,609,-1061,1424,-964,496,661,-333,1431,825,712,1185,-806,0
861,-271,567,-786,685,-1504,555,802,964,209,42,988,1684,3338,146,1365,-568,-434,21,1284,0
259,-41,-2126,1223,1456,1413,-277,195,16,1619,2163,412,1201,-1081,-735,-2326,-6,847,82,-682,1
619,-241,-1809,-361,15,-221,17,23,19,946,-436,-44,122,1331,618,606,569,971,4216,1573,0
5,1096,-39,1906,271,-84,1315,1295,468,-882,728,-27,-397,924,-92,706,1398,-23,1271,-232,0
666,1817,-973,625,-256,33,-135,611,1808,599,44,137,815,512,606,6,711,891,-193,1592,0
-1061,-2492,-1287,3676,-1496,-776,-2495,-3479,-4655,-3415,2115,-3331,-818,-413,-243,273,-207,108,-2967,-422,1
-1175,2374,298,976,-2931,584,287,655,2744,1517,-678,112,4003,-1359,91,947,228,-1834,537,-898,1
1872,1836,548,-632,-68,2232,1464,656,1816,1084,-332,-213,-1144,714,826,-695,-201,973,-1206,952,0
573,-24,528,1346,-395,-743,202,447,1449,-1075,152,1815,18,1209,2261,2321,715,306,1317,-366,0
-702,14,-1403,156,15,9,-107,-804,64,1067,-1477,521,349,-646,1177,-775,158,-122,519,-267,0
358,-58,1494,738,-339,769,203,1024,1535,1473,435,1249,579,323,-988,286,511,-47,-867,-24,0
85,-402,-1597,384,1108,3553,-3094,13,-5638,4282,1642,-2083,-24,-77,-2924,2033,97,84,4266,2607,1
1861,1766,564,-423,-249,-2008,1502,535,-352,19,-1139,222,-1012,-142,2148,689,-577,1264,-52,-931,0
-84,-41,-2543,2135,4844,-1762,1071,211,-2348,-255,2258,-964,-851,-1438,88,-1993,626,8,-316,-4776,1
1199,191,1815,-1008,699,921,39,-571,1406,518,-191,-332,856,-8,1372,-413,-377,-128,224,1538,0
302,754,81,1283,1207,1843,-223,-13,-1528,-1155,-19,424,222,856,-194,-1763,1627,-438,-929,958,0
-738,-3691,-4344,4,206,-1182,-889,21,-117,-746,1722,899,1904,-1345,2107,-1091,-6187,1689,-2584,-586,1
-705,956,821,1471,1422,97,1029,1375,1386,-555,303,-12,1462,-289,724,1151,-2157,802,-66,1049,0
1132,1845,6101,-2595,363,-307,4494,3517,341,-25,-3407,1787,-566,1215,-3222,-651,-1195,761,-1702,-3376,1
546,-2023,-3424,-127,871,-1633,-4,-217,3296,-692,-1368,322,-3647,4282,1202,-96,3173,3019,852,494,1
292,1906,209,-524,-357,2202,2291,347,279,126,1609,148,1279,1245,1024,1026,782,792,601,122,0
-1003,-461,-1152,2316,-408,-1133,4474,-65,-982,-958,408,248,2878,33,-66,-683,-1749,712,227,-486,1
51,2389,512,-1363,1232,-785,135,204,663,143,1905,2,517,1352,508,968,-763,-1,617,29,0
-1341,-1488,1822,-2,1914,-1409,3896,547,-1691,-2493,-1156,-1394,329,-972,-4534,1431,-344,-352,-2228,-3307,1
-62,1816,55,-1451,887,-542,-654,196,-3038,-308,834,1703,-148,15,102,858,1677,-778,514,3032,1
-384,-607,-756,1722,696,-285,1087,3584,867,1598,586,86,-106,42,271,454,-809,965,1122,1711,0
185,1083,658,-58,-858,429,544,-713,561,1074,1445,19,-374,-275,301,1048,-296,-432,95,606,0
236,3202,1647,-1769,-668,-1854,2324,5662,19,-123,-1842,-825,-1558,-2952,632,-1921,2545,-311,3631,447,1
-233,352,282,121,847,-1519,4199,-323,343,-811,-1022,1984,928,889,916,-231,465,906,1889,-1192,0
-666,2512,-73,1144,-1031,956,3,796,342,-326,1944,232,1061,1329,875,456,-794,-1219,3094,386,0
-2783,-602,-2068,2561,1323,-2435,-2317,1828,-1336,3431,1332,43,-1866,261,-2304,2429,11,-1223,-1096,-1966,1
3826,-794,-756,1116,-5518,-664,-632,-1804,-1315,454,-1553,4063,2665,-114,-191,-1744,-193,542,2091,-1413,1
1754,1286,783,1532,-14,-606,-302,975,1398,902,704,-1227,902,595,625,2002,201,1584,1139,1464,0
-1047,-346,-642,-318,1717,373,702,247,-148,-2547,815,-1473,3606,738,1408,2771,-3274,-274,2694,2387,1
-732,-1139,-162,-1138,1707,851,4924,817,2635,-1502,355,3412,-2951,54,-1536,918,-85,-1959,2186,159,1
1148,159,1188,-236,277,111,1194,-1096,932,2061,3457,4,14,788,158,428,669,179,-44,-677,0
-333,1183,168,-423,794,895,1543,-213,1757,1089,-112,-93,-175,613,934,1495,1,1187,-838,832,0
1421,3591,2215,71,854,2641,-19,4249,-2267,-1102,161,-615,344,-2581,-1203,-761,185,-231,-1144,-2612,1
-25,1569,-501,1155,-1527,-103,-584,168,-86,839,1501,2187,2841,1799,719,1378,1558,387,139,146,0
316,1232,1017,1214,-1235,-21,-38,-1041,338,-111,794,147,-43,231,357,264,1622,611,808,63,0
129,1289,-113,-327,727,2009,328,-353,84,1792,-285,-663,-138,93,2623,683,-79,537,662,-266,0
-1004,175,2222,1743,1392,135,136,-72,-22,-466,868,2748,984,1287,192,-521,145,753,1659,-1,0
121,-2565,517,2025,-2226,399,-1148,-1908,1219,-364,1247,368,267,-156,312,575,2582,-876,-1852,-1315,1
1412,-1312,3162,4458,1631,-3458,621,-86,2147,152,171,-176,-3984,308,4698,-795,-768,-5056,-2309,-4,1
2238,228,-1693,86,2347,975,-3232,1947,-3973,-2796,3905,-432,2112,-2873,3275,1193,-2347,1737,3183,94,1
-1777,175,188,685,-251,2412,31,-379,2249,-2472,-1111,-122,76,-191,797,1536,-217,-1235,-917,-303,1
-109,-147,214,-998,-169,-145,1245,3104,-1202,-55,-906,-642,3776,536,1459,3267,-1554,75,13,-534,1
1197,2009,-895,1463,607,1274,135,341,2867,657,746,1541,-845,-601,272,2414,174,2049,-1227,52,0
-424,-1472,145,1134,-2708,955,-1319,3838,-1715,-3628,586,2695,-1525,3003,1662,832,-2905,-1919,-82,63,1
-335,1425,18,1511,1544,1904,818,823,-178,35,-1546,-836,-217,-731,578,618,79,1758,-314,-746,0
1253,817,866,812,398,1465,-206,413,-1078,-14,577,-297,-1065,-128,159,-848,1916,-86,1187,901,0
238,-39,237,-105,122,1957,106,1132,-206,132,1241,1119,402,746,-38,1815,-1498,2934,831,-153,0
103,868,618,984,-796,-557,825,1807,-1385,345,1101,185,2,-474,-47,168,875,1828,-62,-468,0
-2725,-429,638,3962,-211,2713,443,2287,-3178,-122,1296,3466,2978,-121,-813,-1222,2689,2804,205,828,1
188,1371,-1664,-113,-197,-716,-2063,3974,-662,-183,226,958,-119,-1111,3609,4041,794,42,2762,1592,1
764,-14,1785,-319,1756,779,2119,473,2,-48,688,108,455,-12,-961,798,1092,566,692,1555,0
956,776,-38,-178,1154,124,-984,906,685,1649,1385,1583,1468,2552,-696,-1737,-1598,-1306,-179,1723,0
28,-274,-81,2054,1648,-2762,284,-2378,2524,-2671,2174,484,2918,-901,-1526,549,196,284,-3422,1689,1
-2213,1568,-108,2087,1852,-901,4067,-981,722,-1849,-2523,-688,-541,2258,-5683,2,3679,1221,-2849,657,1
-2994,1124,359,-285,2618,-4797,-2692,1239,1044,2174,453,-27,2374,-1038,155,-1622,-2541,2617,831,182,1
1728,466,1982,-19,-2322,1079,-391,-191,784,3122,1288,2676,-79,-2013,-805,372,1303,1007,-1717,1547,1
259,25,-8,77,795,3039,1405,-1289,-318,-327,393,-336,-353,145,29,37,-21,9,841,649,0
-94,399,97,2117,1902,1197,-4078,-2443,2591,472,39,-54,-3444,846,453,519,3133,-1765,1149,1,1
551,494,569,-1368,694,79,206,-607,-1164,1229,932,-476,1389,261,-62,292,64,-1323,657,113,0
-2103,1261,-402,468,1228,299,-1379,-48,-85,1539,2663,66,1384,-685,-284,-178,1377,369,-471,32,0
212,1425,3112,1537,-502,136,591,-207,2302,-1434,3099,1461,-413,2667,1186,-2594,-845,-1725,1788,0,1
-1279,-2207,3114,-387,-231,-41,-283,4807,-125,-858,2431,1154,-437,-5055,-714,2531,187,1918,391,4079,1
157,2487,1306,47,345,87,654,261,424,-2185,-278,-302,1964,-318,-903,-412,841,573,-976,1874,0
14,642,125,2996,998,18,1096,12,1489,-419,1226,266,512,667,243,-1,811,-1354,195,-799,0
-3,-1925,116,-1974,-889,2692,-2347,2436,979,-2761,117,247,-3049,196,3702,-1286,-773,-2454,-1404,-2279,1
-2559,533,41,-6,617,52,-223,2101,-3284,-1362,-43,199,-1435,-5172,2042,-2179,245,-498,-847,2381,1
953,377,262,-942,722,31,1675,-459,624,514,-94,132,-624,-175,448,1074,1262,288,1873,-64,0
2755,-1797,2617,-2788,1414,5347,778,314,2226,-1641,579,1537,234,716,-1742,244,-2708,-713,-1588,-1583,1
-221,-1331,334,1996,-543,1004,-541,1798,1265,1423,752,-1341,1034,1361,451,-22,753,426,161,-79,0
1421,113,2442,-467,206,-2083,-363,-774,75,-1653,829,-703,-326,-34,2017,1459,-194,-566,17,1141,0
407,1588,459,-557,687,-1256,205,16,1127,1554,-496,631,1747,382,31,1935,-596,11,-494,-1239,0
886,-11,-2489,708,-1814,-1519,488,-1591,3479,453,2063,-136,-191,-633,-403,2936,-114,-1669,-2625,373,1
-719,-7,1927,41,-17,-712,-19,97,1801,155,1706,167,561,-748,-695,1374,-108,1176,334,-601,0
-4,-422,727,-1662,173,714,2755,54,87,2139,688,1729,-108,-594,-1268,-36,976,2147,16,-83,0
49,172,-45,2273,-1726,-2873,1737,-257,-1454,-37,-1552,4753,-2648,-2586,-12,605,87,-2318,224,175,1
-482,195,1342,1078,-11,373,392,-8,-2498,1004,-397,989,212,-662,352,362,82,-48,-1533,1511,0
1232,159,691,1263,2281,1329,83,912,408,-1067,1754,683,-73,153,1084,-71,371,-23,-1161,348,0
497,-1209,-658,1911,-1613,-371,2564,256,1509,1892,-1037,572,81,-589,2067,5,1477,752,984,1242,0
534,-895,741,-435,1246,1847,2252,2365,-237,-212,1168,-11,-27,-563,1908,1561,1219,-694,15,606,0
397,1484,1162,-1605,756,2267,-445,114,1064,2073,-575,-855,-18,32,2441,774,-1949,652,769,1518,0
401,765,-1998,3185,-1241,1618,2497,-2177,1675,344,-1201,-3,3688,-2431,-789,-1332,-3306,486,532,342,1
-1072,-1374,-1606,166,-193,304,1253,-182,366,-389,113,1057,864,552,493,-234,-67,-1348,145,291,0
-3551,677,74,484,-36,-994,-1432,1791,-303,-2447,-668,525,-1944,-1651,2229,-278,97,857,-1772,-3738,1
1327,-525,1347,28,464,1618,2706,-594,-709,-347,-333,-2,-1011,684,75,-4,129,451,3,-547,0
1231,2249,-1002,1229,1593,1885,-18,2591,1617,615,537,964,-677,-348,292,2134,476,986,-731,-211,0
73,1875,3183,-1748,1402,63,-165,-2974,111,-3406,329,-2385,114,48,-1484,-2979,-511,34,-1638,557,1
87,-556,1258,352,-275,801,-274,915,1497,-772,785,-1043,-63,-43,-625,-95,-67,455,-903,-18,0
1497,-1,1761,-114,251,928,3,1171,-366,276,-399,-87,-353,1734,445,717,893,131,-3,601,0
-379,-3072,-2174,265,2312,-376,-224,221,-808,2145,232,-734,-478,-48,1016,-841,1913,2026,-638,5334,1
-804,-1154,-2924,-536,-898,957,-1377,2046,-1938,-2325,2584,1756,1538,103,739,1418,-1402,-2983,-468,-1513,1
438,61,-747,-2,1592,1394,-73,-304,-27,2692,188,-954,186,1952,-882,121,1599,1915,-1586,1262,0
-494,2009,3856,2549,-1062,17,-1908,-4406,-138,-2361,1309,-5,459,-299,1211,552,34,-1005,-2093,-65,1
4154,-165,-145,547,1749,92,-3101,-118,-2122,-1384,-3092,25,-812,2133,3108,3546,1033,1208,-1032,2,1
139,2424,554,777,539,29,-991,-96,-164,1068,2578,-295,672,177,-1636,-388,1444,-289,1603,1077,0
-487,-2041,304,588,-194,1715,-598,522,2766,-3144,5082,271,226,-2386,-1477,-2584,-1756,262,333,-214,1
778,154,2851,614,-98,558,624,-33,-411,-173,-38,1874,1599,-2164,21,-1099,2088,-495,262,1988,1
-823,1895,127,-1756,-2859,3062,1571,-3788,-968,-892,524,-1474,-557,-1672,-87,-151,-12,-4,3383,4388,1
1459,-64,46,8,2609,-2536,-1401,351,242,82,314,-3043,1193,3755,-4515,2533,1863,-2852,2579,2737,1
2162,-531,-259,1227,3383,-361,-2169,2815,-1369,-2217,379,-4051,113,65,67,-3366,-159,-2043,975,1289,1
-2564,-536,739,-1377,209,-971,-66,-2061,-3636,-3053,1958,-1382,-1562,2082,-166,-1261,438,-3838,-559,-1433,1
1252,-223,722,-663,-564,122,296,387,158,-417,1309,668,328,1266,-859,434,-236,-1223,997,2318,0
505,-192,-84,224,1296,2109,-1387,-15,-134,1155,1232,758,-246,-714,224,51,723,584,21,1089,0
2522,-496,1359,-1031,-1727,914,-541,-222,3765,2884,2142,-2305,542,-1269,1778,-642,-76,4422,-1147,-5018,1
269,2342,1961,-106,-1237,-298,-211,2847,583,42,829,-1549,-182,-39,-1584,-698,2272,1177,-8,1293,0
1011,15,-623,1474,642,1821,985,2125,-156,761,-616,885,1119,2604,-684,1718,235,1947,1179,101,0
169,784,7,496,1489,-526,-102,-487,-989,2396,1276,-17,-1,-431,1151,-139,2142,1284,1323,-119,0
-557,497,278,2375,-496,1518,4488,402,-28,18,161,848,-3474,-91,1425,-478,2456,1705,-349,2914,1
-315,383,1227,729,1125,-42,1072,-56,928,6,-527,-1274,273,1813,-947,-834,-808,-452,-37,-256,0
736,-277,65,71,743,216,137,1038,2829,1406,688,224,11,349,824,1026,5,-218,211,-1192,0
3903,285,-173,1511,-3701,53,-2439,183,-84,-2308,-2754,-712,-3203,1246,-685,2125,-1004,546,976,-2532,1
1045,-3214,586,1271,-814,-385,-89,-1239,3329,25,1784,-4196,-38,412,-629,-26,-1022,1143,3108,-219,1
1292,98,-825,-44,-38,-513,138,1359,-391,298,1445,1912,-972,-601,1216,6,-186,903,-887,34,0
63,-1377,88,-165,701,758,191,68,-81,592,302,432,238,1116,67,978,-572,311,495,1196,0
-1827,2303,-1158,1249,1104,-209,12,1525,1233,369,686,1088,115,1299,-17,392,221,-851,-828,614,0
-2349,1342,2225,-197,92,782,1635,691,446,613,-1611,1526,666,-197,-3116,147,1761,3801,399,839,1
2459,-3636,3066,-1436,-602,993,575,-1221,993,1612,1247,-1248,-1048,-1956,-3246,1332,-967,-512,-3659,1233,1
214,884,1551,3508,2857,1485,2391,1587,-1043,-332,-2461,-143,272,-2215,672,446,-1773,1798,-1603,-2105,1
-172,-976,-1729,45,-4486,405,-1166,199,5015,609,448,-218,-4739,537,-82,-1161,17,1014,-1839,-2066,1
-433,1314,77,523,1345,556,1855,203,721,972,81,1234,1507,-8,-1145,688,648,163,-682,272,0
127,-7,-2314,1483,-688,1025,697,1346,74,-342,-19,-78,2676,116,123,-1726,148,14,608,133,0
127,-1396,-14,-343,-1101,958,2484,-52,-1466,1426,-1647,1228,3364,-882,2381,1419,848,263,-2306,-1299,1
23,-1593,364,-1361,-318,-69,-38,-323,-489,-1184,1321,1681,1102,731,19,1184,457,168,1894,-259,0
371,1284,-2846,-891,3837,1388,-2285,-456,777,-4306,-81,-17,2122,1184,-1174,807,-347,-774,-186,985,1
-1954,-2728,-1867,907,-1248,846,-2122,-392,-531,-983,1113,1946,-1557,2922,-1,-832,1151,649,1947,-118,1
-663,-1162,-63,67,2038,354,-277,824,2471,3272,-1267,-2605,1349,2045,2956,233,2374,-594,-427,5969,1
81,-871,586,522,2038,681,1162,2005,-1267,-175,628,2706,-524,-1664,-173,2399,-2208,-2579,-971,-74,1
124,-163,-286,1468,-478,11,101,2643,128,1291,-759,594,2456,-811,-23,81,1776,1493,-32,-368,0
164,-2219,-384,1528,-491,-482,1333,1581,-5093,1147,343,1834,-146,-5297,-1032,-1317,-613,6036,-33,113,1
1934,-67,2157,-3763,216,-696,1594,984,-2724,-702,19,-4929,-2945,306,-1424,-544,2333,-1478,-1064,-1732,1
-1,1524,-3916,-128,-95,-4388,93,367,1279,-1652,1075,-2926,-311,-2886,-292,486,-392,1632,1208,-1275,1
822,82,2562,367,1032,-196,382,115,221,2141,-37,1303,917,962,-1121,684,793,1359,-534,184,0
699,-86,-362,-1153,-1025,1829,-683,1041,-1872,-1241,292,-56,3,-228,297,3488,-98,1488,916,2,0
-291,-15,395,2124,1902,-1368,1631,2758,326,-1225,2928,-348,-1621,1478,-1052,917,-232,446,1072,2301,0
-1341,-828,1521,-15,-576,-1351,73,728,327,1421,1695,926,784,15,2859,-292,585,-49,613,337,0
-156,219,114,258,-308,511,-1831,-3458,-1013,-3494,1426,-82,1447,-1423,-3498,-1071,6424,-1237,752,111,1
1362,74,31,-505,-218,-885,1337,928,2,1286,1099,973,342,624,2546,43,-339,1781,943,-716,0
54,134,357,56,521,56,-794,448,-188,69,1983,2696,-544,-75,756,8,-246,166,928,935,0
-14,-326,238,-418,156,16,124,197,389,-8,814,-1272,1139,845,-938,-415,188,1124,-1746,-712,0
-2799,2139,1941,-604,-4665,-265,-1602,121,-2024,252,2539,-423,4157,-739,524,1447,155,53,-2354,3423,1
766,-269,927,-319,2285,-2102,664,163,28,654,-1156,-5,253,1433,299,3166,1485,1598,-1614,22,0
-2989,-8,2104,348,1842,-938,-221,376,162,-2656,-568,-228,-2302,2873,-288,1687,37,112,1907,2835,1
-407,-51,-954,696,1741,348,2599,52,-236,884,-1601,406,425,-29,2368,-76,2054,56,86,1463,0
1758,-936,-2661,-3,-3583,784,-3507,1285,2782,987,-1386,185,-5,-2141,-717,-841,2075,1582,282,779,1
114,1178,255,-44,1208,-31,283,-949,1929,11,-315,621,213,741,657,757,2093,-232,426,-288,0
852,-783,-2565,-1896,161,91,1798,37,1876,-3914,-1137,-18,-1425,-1583,806,-823,65,529,-2058,-74,1
1483,483,158,646,757,676,257,1946,1161,1327,-148,1788,98,34,1124,212,402,3085,-398,6,0
512,948,-329,427,1168,-1888,-126,37,-1518,98,126,-324,1558,453,826,1001,-18,513,633,707,0
-1796,927,-634,1326,551,-159,-519,284,-42,2282,-875,-288,1986,1575,-458,167,1873,563,608,899,0
-1252,1,-1587,1882,3014,868,-409,-1319,68,37,-7,-54,67,-1778,246,-206,-326,56,125,-151,0
-384,-1683,801,281,295,3015,3189,-186,-184,1677,-151,-788,-911,3912,-204,-299,-446,946,588,-914,1
2256,16,963,-3194,1508,-181,546,-2199,-664,-548,-1471,38,-4,256,-1422,-3755,-1284,192,-1438,-346,1
3389,-122,538,-2358,444,-103,167,-1286,186,45,895,118,2853,514,-288,-95,-1015,-201,-62,1779,1
-979,-619,681,2005,288,-2145,2612,-1343,1813,-86,-1389,-14,-1966,-804,-35,-502,-442,1802,-3393,-3171,1
592,1031,-2391,2887,2161,-1321,-812,116,-641,1142,136,564,873,-483,608,1358,-2809,2151,-446,1148,1
164,824,-615,-79,-301,1242,-162,-18,-43,-58,758,2614,-141,6,-186,94,-233,1314,695,-809,0
2408,-2824,2052,1616,-2306,1128,-646,-3776,-1878,-978,-817,-4001,-2306,-2612,-1447,72,-3546,3563,-3132,869,1
611,917,-3,489,-1803,1727,-585,3158,-913,1014,1189,-2118,408,2189,-1295,1043,1786,2878,605,1645,1
-889,-1481,-63,-639,-2503,-42,-2571,-2202,394,-3044,3772,3192,-1188,937,-5183,-2483,15,9,69,-2234,1
58,891,36,-1293,-488,-153,-52,183,-1473,-8,-508,316,-2978,-51,-6093,53,3709,2902,-115,-3072,1
375,1319,1104,818,1001,2234,-1224,-22,141,-65,699,536,1764,144,-636,468,39,397,1287,1296,0
-121,1202,1918,738,141,-1046,841,1382,1091,232,-406,126,64,1349,238,-44,-601,1194,-705,936,0
-213,-777,-1972,-3185,-4157,-1448,622,-1115,-3148,1898,-71,1192,1876,-3877,-1344,-481,-5407,1531,-1628,-144,1
1119,1984,69,377,-372,167,36,1431,1919,-55,1394,71,748,1343,97,2485,-334,1657,1194,1198,0
1413,426,-693,-98,1674,-1067,762,1903,134,-368,1566,-3,185,2106,1285,-1134,2846,67,-81,1219,0
2518,-935,1115,33,-212,-637,875,38,205,-177,-119,1053,139,241,31,154,2388,1122,972,934,0
1898,-424,-237,-1613,186,704,2561,155,153,-687,-716,-2585,2007,344,1926,-1041,-629,-1894,-197,2286,1
-387,-1606,2526,201,847,3106,4897,-998,123,2703,-408,1954,1385,2929,268,6398,-1994,2224,-7,83,1
-335,-164,971,-119,-1131,1085,2181,-5,1089,351,132,962,1869,361,1285,995,-238,91,-675,-1403,0
-881,-28,515,66,-38,862,1979,-13,1508,102,561,2379,165,-778,1136,-1787,359,377,91,-1,0
-851,832,-613,668,2308,709,1816,1705,369,-1242,-402,934,798,212,157,374,1581,755,-71,-114,0
-173,1164,1,-31,286,1975,1785,-1248,1512,523,65,907,31,-1598,454,556,41,62,1964,403,0
-405,1516,1437,764,329,757,-646,666,-1573,-2,2103,-76,-941,839,1046,417,-192,268,-166,394,0
2287,3469,1235,-2462,578,-1435,401,-889,-1637,2176,-3951,1012,-2457,2403,57,-2405,1432,-168,-2054,-374,1
-587,-859,744,121,1416,-784,636,623,-6,572,936,1882,922,1717,-899,-688,-589,-965,287,-427,0
-22,3134,608,695,21,299,705,735,665,475,665,1492,638,1782,625,1042,-459,-154,357,42,0
2273,18,-819,1521,912,1205,784,34,16,321,2181,188,-416,75,13,1835,1756,-1425,1023,-1388,0
1379,962,1047,1122,943,213,401,2241,27,-173,1557,-27,847,762,2,648,-1458,857,-1712,1316,0
1375,4899,617,-4414,1244,-688,2537,264,-2895,-2427,918,2787,483,-82,-3008,-683,-876,3121,514,-836,1
1627,1734,536,286,-466,163,2007,1264,1168,-1021,1871,1966,-522,914,704,1703,1129,1683,-1148,1794,0
-2507,-19,-82,-3194,2104,-2614,-47,907,-626,-1772,387,-344,-109,158,-1419,245,904,-5094,-1382,-1189,1
57,-203,-157,358,562,-302,-3462,1423,-1741,-364,-189,87,-1567,-1772,99,1547,889,-827,912,-597,1
-109,-68,-3116,-22,1162,-3322,289,4608,-1493,935,-984,1394,-871,-898,-2364,-2423,-1272,-704,617,-286,1
454,-783,725,11,552,1988,8,298,687,1168,1759,377,1808,855,109,2258,84,1008,-1735,-534,0
-3249,4115,-2031,1871,-1703,-1809,-3186,448,-797,1874,-1656,303,714,182,-203,128,-3418,344,1269,-225,1
2372,113,3715,1455,-2103,3827,5525,282,1183,-1734,3122,665,517,-372,-1063,1676,144,-1796,-2031,757,1
379,-212,2386,-3,2544,-56,-544,793,979,-18,1007,808,45,739,983,-59,-601,954,25,1253,0
-1658,-634,-1607,-1401,688,2261,-2572,82,2458,2144,-18,2103,-49,-1434,208,-418,-58,1372,-2768,-287,1
935,407,1516,-558,807,49,-48,-519,751,698,1157,-1298,1723,1999,17,651,878,361,1296,-1223,0
1665,-47,749,1813,1012,-895,-663,4,799,-358,621,604,584,-72,-103,-464,-88,-29,818,-183,0
2282,-1329,-182,-736,-1066,-3166,-944,4942,-676,298,-66,-179,2462,-794,-2664,-194,-396,1319,2379,1229,1
-206,1691,1538,664,995,-807,957,731,573,79,-1129,606,797,545,-25,-124,756,48,1337,1004,0
-915,1566,5564,1188,62,-181,-683,-3122,-1222,723,462,1655,-131,974,1269,877,-425,4801,1468,179,1
-928,565,249,823,-311,-232,449,1212,536,974,863,1182,-1092,1103,-146,-148,-817,103,-606,493,0
1695,1708,-63,-1725,2687,-8,742,15,668,2226,3035,1068,-287,2323,-1168,-228,1168,-2876,-308,5,1
-1531,3739,-532,2037,-3365,-3103,2202,-1107,1653,-1279,4038,1878,-3124,-345,262,365,-4889,177,-269,253,1
-524,-84,-218,1711,-31,692,974,1835,134,1011,-127,816,227,-309,1844,-58,-249,816,-1378,2535,0
608,-381,685,756,402,4075,-2159,1167,-4978,1356,132,-29,1315,-7,1896,-676,73,-514,2988,704,1
-1912,-1216,-2219,2256,2482,-2264,-369,-1797,2047,27,-45,1537,3984,1577,487,-88,-1557,-4527,933,-999,1
-2489,-747,768,1733,2573,-2148,368,1644,-1607,867,889,1929,2367,561,1621,4803,3315,-333,321,5933,1
1583,781,188,-1094,-628,-297,1388,-718,1456,98,109,1048,1494,127,872,1655,-1257,-993,-2248,1359,0
-1077,621,-1232,16,-3315,981,-2717,3314,-1792,-107,3218,506,1509,82,-647,-1351,-2519,1219,2865,16,1
932,-31,2413,2713,121,-1365,-799,-1617,-258,-585,-3234,-88,1081,646,2636,2218,-665,1222,-282,2154,1
-239,472,2795,-1672,-802,594,-1449,336,-922,-1783,736,1477,3247,777,1298,-277,-3445,-2969,-132,3362,1
1925,25,346,2549,397,965,-2394,822,-1362,2455,374,-189,-141,3534,53,-102,199,141,-1127,-3745,1
-1297,2026,214,1894,1536,1175,-2983,-989,317,243,4001,-1595,1576,-398,3605,1344,1212,-1371,-838,4,1
-339,921,-18,-154,1,2068,3136,-1192,2293,-586,-102,-688,-238,-17,2105,461,-526,694,-2606,-2974,1
-1241,1952,269,147,1537,838,1298,-234,2079,712,-121,222,431,1068,1373,662,-563,1008,1617,1371,0
1005,-1291,-655,1121,288,732,483,-1509,-976,-3464,-2897,-2641,-1158,1932,-543,-1255,-649,-1594,498,902,1
-2365,1816,4795,-1963,-671,102,2301,-3447,1263,-2274,-694,-3271,2441,-247,-3499,2217,1802,475,-65,3928,1
-1472,746,-2628,-12,632,373,134,525,-487,946,814,-1363,1107,-123,-1191,-1315,2329,-2304,-2791,1233,1
571,1085,-156,-553,-118,817,265,1322,514,-273,-184,128,-907,476,1271,908,1923,321,123,73,0
-3914,366,1208,-1348,2246,-1918,1776,2306,1754,2098,-134,2148,-537,-1765,-2351,2337,988,-4191,3514,-2454,1
1899,-555,802,-1688,-1263,737,1328,-609,28,416,618,796,752,146,-377,-1536,298,1192,1216,-397,0
-2124,-1115,1514,1304,-3777,839,-1984,-1716,838,708,1121,-3074,-3403,-1073,-3709,-6,-2127,-3555,644,-2059,1
11,1039,2284,-1524,92,808,2818,-319,-677,-1103,775,-1976,-214,-2209,2333,-1297,-883,1466,-1062,-169,1
-462,1448,974,1129,-746,-315,64,652,126,-105,78,211,-644,1282,-335,-833,2018,1172,-428,-285,0
3183,-3555,-1272,-1047,114,-435,-1419,-2713,-1384,-884,1275,1012,-1631,3619,3028,118,-1121,41,3025,-1667,1
-519,-137,3278,-2722,-383,-848,1136,421,-2022,152,-793,393,282,2288,-372,-1802,-1237,-176,-2243,-3406,1
79,1178,1293,-1073,786,929,1739,121,1309,332,1044,-227,-764,785,1502,252,-1365,362,682,708,0
47,2544,1727,-757,253,734,-106,-212,73,452,56,1115,-897,1839,-35,2304,2415,-217,1588,-1243,0
718,-5257,-1786,2031,472,238,-2024,354,-794,2413,-1284,-112,-78,-24,-151,513,-2406,3286,-2169,2844,1
1539,1332,368,242,504,254,79,1113,1611,926,-76,277,402,-8,-57,798,-34,552,136,1734,0
324,-3538,-2092,1148,983,-68,-442,-1638,-4149,-665,3017,-1076,2116,1181,-516,-956,1422,-426,1254,417,1
228,-1244,-24,-524,-988,-529,325,1895,338,587,721,2047,166,598,-444,-382,86,-2,1273,-795,0
-181,1066,2294,2217,-117,622,1073,166,-1589,-514,-184,172,648,884,1163,46,-632,-82,1064,-1174,0
1142,5342,3386,-1867,-1169,1902,-179,3412,728,801,8,1123,-3191,171,-206,-2966,178,-3683,2773,1123,1
379,579,-382,1404,1023,-419,2594,214,564,1304,195,1565,2347,1135,44,275,1602,1005,-1667,795,0
207,-144,5452,-357,677,-4951,-117,2749,163,-1409,38,-1182,-722,-194,1652,1049,-2993,-559,96,-3135,1
1626,-1524,2835,-278,3593,-621,1728,721,112,452,648,-1288,2984,-1627,265,3658,-975,-234,2276,-1654,1
272,1368,1353,523,-614,962,1683,384,-1641,772,635,-307,-505,663,-68,65,587,107,604,644,0
