Sex,Age,NativeCountry,WorkClass,EducationNumber,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek,Class
1,33,0,3,13,5,10,1,0,0,40,0
0,63,1,3,13,3,3,0,0,0,40,0
0,27,0,3,9,5,8,1,0,0,48,0
0,42,0,5,9,3,3,0,0,0,45,0
0,38,0,3,13,3,10,0,0,0,50,1
1,41,0,3,14,1,4,4,0,0,40,0
0,38,0,3,9,3,14,0,0,0,50,0
0,33,0,3,10,1,3,4,0,0,40,0
0,31,0,3,9,3,7,0,0,0,40,1
1,34,0,3,9,1,1,4,0,0,40,0
0,24,0,3,10,3,3,0,2407,0,40,0
1,31,0,3,16,5,10,1,0,0,28,0
0,36,0,5,9,1,14,1,0,0,60,0
1,49,0,2,12,1,1,1,0,0,30,0
0,50,0,3,11,3,3,0,0,0,40,1
0,51,0,3,9,3,12,0,0,2002,45,0
0,28,0,3,11,5,7,1,0,0,40,0
0,23,0,3,7,5,7,4,0,0,40,0
0,47,1,3,9,3,7,0,0,0,40,1
0,44,0,3,14,3,10,0,7688,0,55,1
0,34,0,3,9,5,14,3,0,0,40,0
0,32,0,3,9,3,7,0,0,0,40,0
0,21,0,3,9,5,8,2,0,0,40,0
0,36,0,1,10,3,1,0,0,0,35,0
0,52,0,3,7,3,14,0,0,0,40,0
0,54,0,4,10,3,12,0,0,0,54,1
0,24,0,3,9,5,6,1,0,0,40,0
0,38,0,3,13,3,10,0,0,0,45,1
1,38,0,3,11,5,1,4,0,0,40,0
0,44,0,2,13,3,11,0,0,0,56,0
0,41,0,3,10,3,1,0,0,0,40,1
1,67,0,2,14,5,4,2,15831,0,72,1
0,39,0,3,15,3,12,0,0,2415,99,1
0,36,0,2,10,6,1,3,0,0,40,0
0,23,0,3,12,5,8,3,0,0,60,0
1,33,0,3,9,3,13,5,0,1902,40,1
1,20,0,3,10,5,12,3,0,0,30,0
1,64,0,5,9,7,12,1,0,0,70,0
0,26,0,3,9,3,3,0,0,0,40,0
0,54,0,1,14,1,4,1,0,0,42,1
1,48,0,2,14,5,10,4,0,1380,40,0
0,35,0,5,14,3,12,0,0,0,40,1
1,19,0,3,10,5,8,3,0,0,18,0
0,50,1,3,9,1,3,3,0,0,40,0
0,61,0,3,9,3,7,0,0,0,40,0
0,35,0,3,13,3,4,0,0,0,40,1
0,31,0,3,10,3,3,0,0,0,40,0
0,33,0,3,14,3,13,0,0,0,15,0
0,62,0,3,14,3,10,0,0,0,40,1
0,57,0,3,10,5,6,3,0,0,40,0
