height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
8,112,896,14.0,0.17,0.786,1.27,152,704,120,1
8,18,144,2.25,0.361,0.944,2.17,52,136,24,1
7,19,133,2.714,0.361,0.917,1.5,48,122,32,1
7,59,413,8.429,0.462,1.0,2.33,191,413,82,1
6,13,78,2.167,0.551,0.923,2.53,43,72,17,1
7,20,140,2.857,0.464,1.0,2.24,65,140,29,1
6,14,84,2.333,0.393,0.905,1.57,33,76,21,1
9,535,4815,59.444,0.088,0.318,1.37,425,1530,310,1
8,16,128,2.0,0.438,0.891,2.67,56,114,21,1
158,167,26386,1.057,0.16,0.276,8.24,4213,7279,511,5
23,125,2875,5.435,0.953,1.0,20.75,2739,2875,132,1
2,21,42,10.5,0.167,0.643,1.4,7,27,5,1
7,158,1106,22.571,0.211,0.552,1.6,233,610,146,1
8,15,120,1.875,0.292,0.808,1.84,35,97,19,1
8,49,392,6.125,0.441,0.997,1.9,173,391,91,1
8,19,152,2.375,0.309,0.98,1.52,47,149,31,1
10,33,330,3.3,0.345,0.779,1.9,114,257,60,1
9,9,81,1.0,0.519,0.531,42.0,42,43,1,1
9,72,648,8.0,0.241,0.548,1.61,156,355,97,1
10,34,340,3.4,0.356,0.803,1.83,121,273,66,1
8,69,552,8.625,0.312,0.842,1.91,172,465,90,1
9,21,189,2.333,0.365,0.905,2.3,69,171,30,1
5,6,30,1.2,0.333,0.967,2.5,10,29,4,1
7,41,287,5.857,0.209,0.652,1.36,60,187,44,1
10,170,1700,17.0,0.499,0.928,4.35,849,1577,195,1
8,27,216,3.375,0.407,1.0,2.05,88,216,43,1
5,15,75,3.0,0.547,0.947,2.05,41,71,20,1
12,124,1488,10.333,0.3,0.869,1.96,447,1293,228,1
9,12,108,1.333,0.407,0.88,1.69,44,95,26,1
9,83,747,9.222,0.333,0.742,2.93,249,554,85,1
1,84,84,84.0,0.917,1.0,19.25,77,84,4,2
6,19,114,3.167,0.254,0.956,1.16,29,109,25,1
15,138,2070,9.2,0.431,0.75,5.45,893,1552,164,1
9,1,9,0.111,1.0,1.0,9.0,9,9,1,4
8,15,120,1.875,0.283,0.65,2.27,34,78,15,1
5,81,405,16.2,0.311,0.968,1.3,126,392,97,1
8,46,368,5.75,0.391,0.951,1.85,144,350,78,1
6,23,138,3.833,0.377,0.862,2.36,52,119,22,1
8,70,560,8.75,0.341,0.918,1.66,191,514,115,1
10,271,2710,27.1,0.176,0.574,1.39,476,1556,342,1
7,190,1330,27.143,0.293,0.847,1.79,390,1126,218,1
5,11,55,2.2,0.455,1.0,1.67,25,55,15,1
8,218,1744,27.25,0.144,0.574,1.29,252,1001,195,1
10,49,490,4.9,0.59,0.982,3.11,289,481,93,1
7,42,294,6.0,0.143,0.714,1.27,42,210,33,1
9,165,1485,18.333,0.337,0.713,2.54,501,1059,197,1
7,19,133,2.714,0.662,0.925,4.89,88,123,18,1
11,104,1144,9.455,0.377,0.779,2.57,431,891,168,1
13,65,845,5.0,0.302,0.677,2.58,255,572,99,1
8,27,216,3.375,0.218,0.852,2.24,47,184,21,1
8,17,136,2.125,0.228,0.882,1.24,31,120,25,1
10,31,310,3.1,0.316,0.752,1.66,98,233,59,1
7,15,105,2.143,0.371,0.829,1.77,39,87,22,1
7,305,2135,43.571,0.109,0.501,1.21,232,1069,191,1
10,154,1540,15.4,0.315,0.639,2.53,485,984,192,1
10,26,260,2.6,0.312,0.577,2.03,81,150,40,1
7,20,140,2.857,0.257,0.879,1.13,36,123,32,1
9,81,729,9.0,0.187,0.542,1.49,136,395,91,1
47,1,47,0.021,1.0,1.0,47.0,47,47,1,4
12,71,852,5.917,0.628,0.872,6.77,535,743,79,1
10,12,120,1.2,0.183,0.392,2.2,22,47,10,1
8,31,248,3.875,0.415,1.0,1.87,103,248,55,1
10,44,440,4.4,0.393,0.852,3.15,173,375,55,1
13,130,1690,10.0,0.392,0.697,4.77,663,1178,139,1
8,33,264,4.125,0.345,0.886,1.57,91,234,58,1
2,112,224,56.0,0.496,0.504,55.5,111,113,2,2
7,26,182,3.714,0.302,0.863,1.9,55,157,29,1
9,7,63,0.778,0.302,0.603,1.9,19,38,10,1
9,82,738,9.111,0.335,0.73,2.47,247,539,100,1
9,79,711,8.778,0.323,0.873,2.19,230,621,105,1
5,13,65,2.6,0.262,0.692,1.42,17,45,12,1
11,71,781,6.455,0.37,0.726,2.41,289,567,120,1
5,30,150,6.0,0.16,0.66,1.71,24,99,14,1
6,29,174,4.833,0.368,0.954,1.73,64,166,37,1
12,22,264,1.833,0.538,0.852,8.35,142,225,17,1
8,103,824,12.875,0.425,0.933,2.71,350,769,129,1
7,18,126,2.571,0.262,0.873,1.94,33,110,17,1
9,20,180,2.222,0.361,0.872,1.86,65,157,35,1
2,48,96,24.0,0.625,0.677,30.0,60,65,2,2
10,20,200,2.0,0.32,0.61,2.13,64,122,30,1
24,99,2376,4.125,0.912,0.96,20.07,2168,2282,108,1
6,19,114,3.167,0.307,0.904,1.59,35,103,22,1
10,13,130,1.3,0.315,0.915,2.41,41,119,17,1
28,45,1260,1.607,0.368,0.54,7.86,464,680,59,1
8,17,136,2.125,0.456,0.824,2.38,62,112,26,1
7,37,259,5.286,0.521,0.954,3.14,135,247,43,1
8,75,600,9.375,0.375,0.86,2.05,225,516,110,1
22,71,1562,3.227,0.499,0.836,10.99,780,1306,71,1
8,12,96,1.5,0.531,0.813,2.83,51,78,18,1
7,11,77,1.571,0.325,0.831,1.47,25,64,17,1
10,105,1050,10.5,0.234,0.811,1.7,246,852,145,1
25,71,1775,2.84,0.234,0.748,2.22,416,1328,187,1
5,19,95,3.8,0.232,0.4,5.5,22,38,4,1
7,18,126,2.571,0.254,0.841,1.39,32,106,23,1
11,8,88,0.727,0.545,1.0,3.2,48,88,15,1
12,497,5964,41.417,0.278,0.751,2.27,1657,4478,731,1
10,19,190,1.9,0.332,0.695,3.71,63,132,17,1
9,37,333,4.111,0.333,0.655,2.22,111,218,50,1
11,20,220,1.818,0.168,0.75,3.36,37,165,11,1
7,375,2625,53.571,0.092,0.428,1.21,241,1124,200,1
6,17,102,2.833,0.451,0.745,2.56,46,76,18,1
25,203,5075,8.12,0.837,0.929,15.22,4246,4713,279,1
9,67,603,7.444,0.468,0.823,3.76,282,496,75,1
1,40,40,40.0,0.875,1.0,11.67,35,40,3,2
11,29,319,2.636,0.32,0.618,2.22,102,197,46,1
12,335,4020,27.917,0.4,0.677,4.61,1606,2722,348,1
7,41,287,5.857,0.341,0.721,1.58,98,207,62,1
9,83,747,9.222,0.289,0.751,1.93,216,561,112,1
8,32,256,4.0,0.207,0.797,1.23,53,204,43,1
9,276,2484,30.667,0.388,0.846,2.58,964,2102,373,1
6,33,198,5.5,0.52,0.995,2.24,103,197,46,1
12,89,1068,7.417,0.429,0.879,3.5,458,939,131,1
8,41,328,5.125,0.363,0.942,1.63,119,309,73,1
9,34,306,3.778,0.412,0.902,1.91,126,276,66,1
2,31,62,15.5,0.194,0.516,2.0,12,32,6,1
8,53,424,6.625,0.37,0.901,1.76,157,382,89,1
6,97,582,16.167,0.232,0.852,1.55,135,496,87,1
10,41,410,4.1,0.276,0.693,1.61,113,284,70,1
11,43,473,3.909,0.336,0.753,2.74,159,356,58,1
1,94,94,94.0,0.564,1.0,3.31,53,94,16,2
11,26,286,2.364,0.262,0.804,1.79,75,230,42,1
11,86,946,7.818,0.413,0.853,3.1,391,807,126,1
5,30,150,6.0,0.36,0.947,1.26,54,142,43,1
77,271,20867,3.519,0.478,0.744,11.28,9981,15523,885,1
5,39,195,7.8,0.41,0.867,1.67,80,169,48,1
9,43,387,4.778,0.3,0.713,1.78,116,276,65,1
10,86,860,8.6,0.423,0.914,2.44,364,786,149,1
10,82,820,8.2,0.3,0.832,2.05,246,682,120,1
8,20,160,2.5,0.206,0.813,1.38,33,130,24,1
6,99,594,16.5,0.301,0.803,1.46,179,477,123,1
10,26,260,2.6,0.296,0.942,2.2,77,245,35,1
7,45,315,6.429,0.2,0.775,1.91,63,244,33,1
11,118,1298,10.727,0.408,0.616,6.63,530,800,80,1
8,23,184,2.875,0.451,0.832,2.08,83,153,40,1
12,26,312,2.167,0.221,1.0,1.6,69,312,43,1
9,267,2403,29.667,0.164,0.73,1.28,393,1754,307,1
10,48,480,4.8,0.331,0.742,2.37,159,356,67,1
11,84,924,7.636,0.262,0.82,1.69,242,758,143,1
10,130,1300,13.0,0.425,0.773,2.79,552,1005,198,1
17,24,408,1.412,0.36,0.708,5.88,147,289,25,1
10,189,1890,18.9,0.263,0.515,2.34,498,973,213,1
10,33,330,3.3,0.318,0.758,2.33,105,250,45,1
14,390,5460,27.857,0.358,0.59,4.44,1956,3224,441,1
8,9,72,1.125,0.458,1.0,3.0,33,72,11,1
9,264,2376,29.333,0.197,0.656,1.34,468,1558,349,1
9,36,324,4.0,0.611,0.926,3.36,198,300,59,1
9,49,441,5.444,0.222,0.687,1.27,98,303,77,1
9,14,126,1.556,0.333,0.897,2.47,42,113,17,1
10,53,530,5.3,0.215,0.781,1.44,114,414,79,1
13,242,3146,18.615,0.231,0.614,2.33,726,1932,312,1
6,29,174,4.833,0.42,0.937,1.92,73,163,38,1
11,141,1551,12.818,0.366,0.79,2.85,567,1225,199,1
1,159,159,159.0,0.994,1.0,158.0,158,159,1,2
7,14,98,2.0,0.357,0.969,1.52,35,95,23,1
11,45,495,4.091,0.267,0.733,2.0,132,363,66,1
6,15,90,2.5,0.467,0.711,3.23,42,64,13,1
9,153,1377,17.0,0.304,0.848,2.06,419,1168,203,1
9,150,1350,16.667,0.284,0.756,1.76,384,1020,218,1
7,86,602,12.286,0.281,0.958,1.55,169,577,109,1
24,334,8016,13.917,0.894,0.966,14.3,7164,7740,501,1
5,58,290,11.6,0.2,0.745,1.41,58,216,41,1
9,19,171,2.111,0.298,0.737,2.68,51,126,19,1
7,153,1071,21.857,0.467,0.97,2.75,500,1039,182,1
10,45,450,4.5,0.296,0.584,2.05,133,263,65,1
11,20,220,1.818,0.577,0.882,8.47,127,194,15,1
7,21,147,3.0,0.286,0.85,1.35,42,125,31,1
11,57,627,5.182,0.343,0.678,2.95,215,425,73,1
11,11,121,1.0,0.455,0.818,5.5,55,99,10,1
8,45,360,5.625,0.469,0.956,2.91,169,344,58,1
9,272,2448,30.222,0.277,0.67,1.86,679,1640,365,1
10,26,260,2.6,0.35,0.819,2.33,91,213,39,1
10,38,380,3.8,0.308,0.632,2.13,117,240,55,1
8,35,280,4.375,0.418,0.929,2.39,117,260,49,1
7,175,1225,25.0,0.337,0.991,1.87,413,1214,221,1
8,18,144,2.25,0.396,0.882,1.84,57,127,31,1
8,5,40,0.625,0.425,1.0,1.55,17,40,11,1
7,9,63,1.286,0.381,0.952,1.85,24,60,13,1
9,36,324,4.0,0.506,0.901,2.83,164,292,58,1
11,245,2695,22.273,0.353,0.765,2.77,952,2063,344,1
7,11,77,1.571,0.286,0.909,1.29,22,70,17,1
12,22,264,1.833,0.58,0.814,7.65,153,215,20,1
9,12,108,1.333,0.407,0.898,1.63,44,97,27,1
9,35,315,3.889,0.59,0.86,3.88,186,271,48,1
8,19,152,2.375,0.454,1.0,2.16,69,152,32,1
9,18,162,2.0,0.278,0.716,1.67,45,116,27,1
8,14,112,1.75,0.143,1.0,2.67,16,112,6,1
10,18,180,1.8,0.539,0.811,8.82,97,146,11,1
1,78,78,78.0,0.949,1.0,24.67,74,78,3,2
20,19,380,0.95,0.495,0.713,12.53,188,271,15,1
1,39,39,39.0,0.897,1.0,8.75,35,39,4,2
4,99,396,24.75,0.503,0.942,2.4,199,373,83,1
7,25,175,3.571,0.331,0.891,1.41,58,156,41,1
5,89,445,17.8,0.169,0.717,1.14,75,319,66,1
17,23,391,1.353,0.419,0.808,6.56,164,316,25,1
7,7,49,1.0,0.327,1.0,2.0,16,49,8,1
7,33,231,4.714,0.299,0.848,1.44,69,196,48,1
7,20,140,2.857,0.429,0.993,2.0,60,139,30,1
3,424,1272,141.33,0.537,0.557,136.6,683,709,5,1
9,34,306,3.778,0.31,0.895,1.61,95,274,59,1
7,40,280,5.714,0.186,0.754,2.26,52,211,23,1
10,34,340,3.4,0.426,0.656,3.02,145,223,48,1
9,15,135,1.667,0.244,0.83,1.57,33,112,21,1
10,99,990,9.9,0.264,0.774,1.92,261,766,136,1
7,17,119,2.429,0.387,0.857,2.71,46,102,17,1
9,16,144,1.778,0.278,0.917,1.48,40,132,27,1
1,16,16,16.0,1.0,1.0,16.0,16,16,1,2
10,508,5080,50.8,0.1,0.343,1.36,506,1742,372,1
9,82,738,9.111,0.337,0.821,2.49,249,606,100,1
9,92,828,10.222,0.292,0.843,2.05,242,698,118,1
1,17,17,17.0,0.882,1.0,7.5,15,17,2,2
10,47,470,4.7,0.338,0.698,2.3,159,328,69,1
3,537,1611,179.0,0.353,0.364,71.13,569,587,8,2
7,6,42,0.857,0.452,0.976,1.73,19,41,11,1
10,33,330,3.3,0.391,0.982,2.05,129,324,63,1
14,125,1750,8.929,0.289,0.734,2.21,505,1285,228,1
8,64,512,8.0,0.336,0.846,2.12,172,433,81,1
10,14,140,1.4,0.314,0.9,1.91,44,126,23,1
7,48,336,6.857,0.33,0.821,1.44,111,276,77,1
10,292,2920,29.2,0.203,0.649,1.5,594,1896,397,1
10,19,190,1.9,0.6,0.768,9.5,114,146,12,1
9,100,900,11.111,0.463,0.908,2.92,417,817,143,1
10,219,2190,21.9,0.153,0.601,1.24,334,1317,270,1
12,271,3252,22.583,0.259,0.689,1.99,843,2241,423,1
153,442,67626,2.889,0.114,0.215,6.27,7689,14538,1227,5
19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,2
9,73,657,8.111,0.376,0.846,2.63,247,556,94,1
13,38,494,2.923,0.334,0.937,3.93,165,463,42,1
9,211,1899,23.444,0.219,0.707,1.48,416,1343,282,1
14,409,5726,29.214,0.172,0.578,1.79,984,3307,551,1
5,29,145,5.8,0.276,0.779,1.6,40,113,25,1
10,37,370,3.7,0.354,0.708,3.2,131,262,41,1
7,123,861,17.571,0.139,0.674,1.26,120,580,95,1
8,23,184,2.875,0.31,0.88,1.84,57,162,31,1
9,9,81,1.0,0.296,0.901,1.6,24,73,15,1
6,101,606,16.833,0.393,0.752,1.98,238,456,120,1
10,51,510,5.1,0.337,0.773,2.12,172,394,81,1
11,11,121,1.0,0.455,0.876,4.23,55,106,13,1
7,116,812,16.571,0.262,0.788,1.84,213,640,116,1
8,62,496,7.75,0.214,0.645,1.43,106,320,74,1
3,14,42,4.667,0.381,0.881,3.2,16,37,5,1
7,33,231,4.714,0.368,0.896,1.57,85,207,54,1
11,5,55,0.455,0.655,0.727,12.0,36,40,3,1
6,38,228,6.333,0.377,0.833,1.51,86,190,57,1
16,389,6224,24.313,0.364,0.569,5.35,2268,3544,424,1
28,171,4788,6.107,0.258,0.912,1.99,1235,4369,621,1
9,20,180,2.222,0.367,0.9,2.2,66,162,30,1
7,37,259,5.286,0.301,0.691,1.81,78,179,43,1
9,268,2412,29.778,0.198,0.637,1.36,478,1536,351,1
8,14,112,1.75,0.438,0.768,2.23,49,86,22,1
7,58,406,8.286,0.202,0.751,2.34,82,305,35,1
10,508,5080,50.8,0.131,0.51,1.27,667,2593,527,1
23,1,23,0.043,1.0,1.0,23.0,23,23,1,4
9,140,1260,15.556,0.38,0.756,2.71,479,953,177,1
10,1,10,0.1,1.0,1.0,10.0,10,10,1,4
8,22,176,2.75,0.398,0.818,2.06,70,144,34,1
11,102,1122,9.273,0.223,0.768,1.53,250,862,163,1
9,7,63,0.778,0.365,0.937,1.77,23,59,13,1
8,64,512,8.0,0.541,0.947,3.85,277,485,72,1
10,262,2620,26.2,0.273,0.703,1.83,716,1841,391,1
7,47,329,6.714,0.271,0.878,2.23,89,289,40,1
2,14,28,7.0,0.393,0.536,3.67,11,15,3,1
22,47,1034,2.136,0.319,0.753,2.13,330,779,155,1
8,12,96,1.5,0.385,0.802,2.18,37,77,17,1
8,8,64,1.0,0.234,0.672,1.5,15,43,10,1
9,5,45,0.556,0.378,0.933,2.83,17,42,6,1
10,80,800,8.0,0.275,0.435,3.93,220,348,56,1
10,34,340,3.4,0.303,0.8,1.81,103,272,57,1
7,162,1134,23.143,0.096,0.235,1.49,109,266,73,1
9,35,315,3.889,0.397,0.832,1.92,125,262,65,1
10,79,790,7.9,0.324,0.671,2.19,256,530,117,1
8,82,656,10.25,0.393,0.764,2.41,258,501,107,1
10,63,630,6.3,0.233,0.705,1.69,147,444,87,1
9,232,2088,25.778,0.274,0.782,1.76,573,1633,326,1
8,42,336,5.25,0.271,0.813,1.54,91,273,59,1
8,38,304,4.75,0.461,0.803,2.3,140,244,61,1
11,271,2981,24.636,0.278,0.728,1.99,829,2171,417,1
6,13,78,2.167,0.333,0.846,1.37,26,66,19,1
8,17,136,2.125,0.441,0.978,1.67,60,133,36,1
8,280,2240,35.0,0.191,0.709,1.28,427,1589,333,1
7,27,189,3.857,0.286,1.0,1.32,54,189,41,1
9,26,234,2.889,0.316,0.88,1.85,74,206,40,1
5,15,75,3.0,0.4,0.947,1.67,30,71,18,1
7,5,35,0.714,0.371,0.829,1.86,13,29,7,1
7,35,245,5.0,0.494,0.902,2.57,121,221,47,1
1,81,81,81.0,0.901,1.0,24.33,73,81,3,2
7,4,28,0.571,0.393,0.679,3.67,11,19,3,1
3,59,177,19.667,0.475,0.475,84.0,84,84,1,2
7,7,49,1.0,0.286,0.633,1.56,14,31,9,1
14,17,238,1.214,0.113,0.387,1.8,27,92,15,5
16,356,5696,22.25,0.377,0.576,5.8,2150,3279,371,1
6,36,216,6.0,0.495,0.995,1.91,107,215,56,1
7,61,427,8.714,0.321,0.667,1.9,137,285,72,1
7,49,343,7.0,0.318,0.612,1.91,109,210,57,1
8,16,128,2.0,0.516,1.0,2.54,66,128,26,1
10,13,130,1.3,0.231,0.8,1.76,30,104,17,1
11,122,1342,11.091,0.256,0.656,1.94,344,881,177,1
8,240,1920,30.0,0.194,0.515,1.34,373,988,279,1
8,47,376,5.875,0.266,0.604,1.56,100,227,64,1
9,91,819,10.111,0.233,0.789,1.71,191,646,112,1
14,359,5026,25.643,0.368,0.615,4.56,1848,3093,405,1
8,1,8,0.125,1.0,1.0,8.0,8,8,1,4
14,183,2562,13.071,0.39,0.681,4.87,998,1745,205,1
178,140,24920,0.787,0.574,0.649,21.52,14292,16177,664,3
8,8,64,1.0,0.219,0.875,1.56,14,56,9,1
7,43,301,6.143,0.249,0.807,1.29,75,243,58,1
6,81,486,13.5,0.282,0.932,1.34,137,453,102,1
6,7,42,1.167,0.405,0.881,4.25,17,37,4,1
11,189,2079,17.182,0.174,0.613,1.41,361,1275,256,1
2,19,38,9.5,0.237,1.0,1.8,9,38,5,1
9,80,720,8.889,0.333,0.914,2.09,240,658,115,1
8,510,4080,63.75,0.144,0.531,1.32,586,2166,444,1
10,15,150,1.5,0.247,0.72,1.61,37,108,23,1
9,19,171,2.111,0.269,0.643,1.35,46,110,34,1
8,39,312,4.875,0.282,0.747,2.0,88,233,44,1
6,59,354,9.833,0.268,0.692,1.27,95,245,75,1
8,5,40,0.625,0.525,1.0,3.0,21,40,7,1
5,98,490,19.6,0.341,0.639,2.14,167,313,78,1
7,13,91,1.857,0.308,0.978,1.56,28,89,18,1
9,24,216,2.667,0.213,0.468,1.28,46,101,36,1
6,12,72,2.0,0.375,0.944,1.5,27,68,18,1
11,251,2761,22.818,0.355,0.743,2.93,979,2052,334,1
5,4,20,0.8,0.35,0.85,1.75,7,17,4,1
7,11,77,1.571,0.39,0.766,1.76,30,59,17,1
9,11,99,1.222,0.222,0.737,1.29,22,73,17,1
9,46,414,5.111,0.242,0.737,1.47,100,305,68,1
8,29,232,3.625,0.207,0.651,1.6,48,151,30,1
9,185,1665,20.556,0.417,0.786,3.13,694,1309,222,1
13,159,2067,12.231,0.412,0.627,4.81,852,1296,177,1
8,59,472,7.375,0.292,0.888,1.82,138,419,76,1
24,282,6768,11.75,0.443,0.878,7.8,2995,5944,384,1
5,14,70,2.8,0.329,0.5,2.56,23,35,9,1
10,38,380,3.8,0.426,0.947,3.12,162,360,52,1
9,78,702,8.667,0.329,0.896,2.1,231,629,110,1
8,20,160,2.5,0.525,0.938,3.5,84,150,24,1
7,11,77,1.571,0.299,0.649,1.77,23,50,13,1
2,19,38,9.5,0.184,0.553,3.5,7,21,2,1
5,38,190,7.6,0.426,0.989,1.42,81,188,57,1
12,497,5964,41.417,0.269,0.594,2.44,1605,3544,658,1
9,48,432,5.333,0.257,0.738,1.41,111,319,79,1
9,64,576,7.111,0.299,0.97,1.81,172,559,95,1
10,37,370,3.7,0.33,0.897,2.0,122,332,61,1
9,36,324,4.0,0.552,0.926,3.51,179,300,51,1
34,114,3876,3.353,0.105,0.301,2.59,406,1166,157,1
9,30,270,3.333,0.285,0.6,1.51,77,162,51,1
9,18,162,2.0,0.241,0.981,1.44,39,159,27,1
48,402,19296,8.375,0.055,0.094,4.13,1058,1814,256,5
11,8,88,0.727,0.58,1.0,5.1,51,88,10,1
8,23,184,2.875,0.359,0.94,1.65,66,173,40,1
7,24,168,3.429,0.101,0.298,1.89,17,50,9,5
8,30,240,3.75,0.363,0.85,2.29,87,204,38,1
10,94,940,9.4,0.25,0.721,1.7,235,678,138,1
7,20,140,2.857,0.25,0.593,1.35,35,83,26,1
6,97,582,16.167,0.266,0.72,1.82,155,419,85,1
7,3,21,0.429,0.571,1.0,4.0,12,21,3,1
8,22,176,2.75,0.398,0.79,2.59,70,139,27,1
7,11,77,1.571,0.234,0.935,1.64,18,72,11,1
9,21,189,2.333,0.354,0.878,2.68,67,166,25,1
8,10,80,1.25,0.45,0.988,1.71,36,79,21,1
1,249,249,249.0,0.173,1.0,1.02,43,249,42,1
14,12,168,0.857,0.429,0.732,6.55,72,123,11,1
9,349,3141,38.778,0.125,0.453,1.29,394,1422,306,1
9,36,324,4.0,0.549,0.914,3.3,178,296,54,1
14,402,5628,28.714,0.399,0.631,4.75,2248,3554,473,1
11,100,1100,9.091,0.269,0.765,1.9,296,842,156,1
12,117,1404,9.75,0.251,0.635,1.86,353,891,190,1
7,5,35,0.714,0.429,0.886,2.5,15,31,6,1
38,96,3648,2.526,0.431,0.836,3.29,1574,3051,478,1
6,71,426,11.833,0.131,0.784,1.3,56,334,43,1
4,25,100,6.25,0.28,0.71,1.33,28,71,21,1
9,20,180,2.222,0.55,0.733,9.9,99,132,10,1
8,10,80,1.25,0.313,0.675,1.92,25,54,13,1
12,271,3252,22.583,0.248,0.559,1.86,805,1818,433,1
10,34,340,3.4,0.321,0.853,2.02,109,290,54,1
11,302,3322,27.455,0.379,0.804,2.81,1260,2670,448,1
7,11,77,1.571,0.299,0.987,1.35,23,76,17,1
7,8,56,1.143,0.393,0.75,2.0,22,42,11,1
1,172,172,172.0,0.465,1.0,1.04,80,172,77,2
11,19,209,1.727,0.579,0.957,7.56,121,200,16,1
5,53,265,10.6,0.223,0.611,1.28,59,162,46,1
9,33,297,3.667,0.33,0.845,1.81,98,251,54,1
10,271,2710,27.1,0.267,0.698,1.96,724,1892,369,1
9,25,225,2.778,0.249,0.911,1.51,56,205,37,1
9,42,378,4.667,0.235,0.603,1.37,89,228,65,1
14,116,1624,8.286,0.27,0.649,2.12,439,1054,207,1
7,36,252,5.143,0.262,0.671,1.27,66,169,52,1
6,5,30,0.833,0.233,0.633,1.75,7,19,4,5
8,83,664,10.375,0.437,0.866,2.52,290,575,115,1
9,22,198,2.444,0.389,0.843,1.93,77,167,40,1
8,170,1360,21.25,0.277,0.89,1.6,377,1210,236,1
5,3,15,0.6,0.6,0.933,3.0,9,14,3,1
7,4,28,0.571,0.536,1.0,5.0,15,28,3,1
11,26,286,2.364,0.297,0.941,2.02,85,269,42,1
1,70,70,70.0,0.943,1.0,22.0,66,70,3,2
7,6,42,0.857,0.286,0.857,1.71,12,36,7,1
9,168,1512,18.667,0.315,0.697,2.15,476,1054,221,1
8,7,56,0.875,0.429,1.0,2.18,24,56,11,1
10,100,1000,10.0,0.436,0.91,2.53,436,910,172,1
10,240,2400,24.0,0.383,0.821,2.75,919,1971,334,1
11,79,869,7.182,0.342,0.841,2.2,297,731,135,1
7,51,357,7.286,0.283,0.91,1.35,101,325,75,1
8,275,2200,34.375,0.209,0.737,1.31,460,1621,351,1
7,193,1351,27.571,0.206,0.813,1.37,278,1099,203,1
7,8,56,1.143,0.286,0.732,1.78,16,41,9,1
5,13,65,2.6,0.4,1.0,1.18,26,65,22,1
66,3,198,0.045,0.657,0.909,2.6,130,180,50,4
11,184,2024,16.727,0.455,0.76,4.72,920,1539,195,1
3,304,912,101.33,0.555,0.686,42.17,506,626,12,2
6,11,66,1.833,0.197,0.848,1.3,13,56,10,1
7,14,98,2.0,0.357,0.939,1.84,35,92,19,1
9,268,2412,29.778,0.183,0.686,1.29,441,1654,341,1
6,3,18,0.5,0.5,0.944,2.25,9,17,4,1
8,69,552,8.625,0.216,0.643,1.43,119,355,83,1
10,41,410,4.1,0.312,0.734,1.94,128,301,66,1
9,174,1566,19.333,0.15,0.738,1.22,235,1156,193,1
11,168,1848,15.273,0.234,0.723,1.55,432,1337,279,1
28,333,9324,11.893,0.351,0.65,4.55,3270,6057,718,1
7,26,182,3.714,0.352,1.0,1.36,64,182,47,1
9,172,1548,19.111,0.353,0.799,2.43,546,1237,225,1
9,81,729,9.0,0.348,0.927,2.21,254,676,115,1
7,34,238,4.857,0.252,1.0,1.43,60,238,42,1
11,19,209,1.727,0.598,0.947,7.35,125,198,17,1
14,399,5586,28.5,0.383,0.593,5.04,2142,3315,425,1
11,11,121,1.0,0.388,0.818,2.24,47,99,21,1
38,410,15580,10.789,0.279,0.696,2.39,4341,10849,1815,1
7,19,133,2.714,0.451,0.97,2.73,60,129,22,1
10,9,90,0.9,0.344,0.889,2.82,31,80,11,1
10,62,620,6.2,0.265,0.656,2.19,164,407,75,1
17,266,4522,15.647,0.921,1.0,12.82,4167,4522,325,1
5,94,470,18.8,0.313,0.751,1.91,147,353,77,1
7,21,147,3.0,0.286,0.857,1.35,42,126,31,1
1,14,14,14.0,0.5,1.0,2.33,7,14,3,2
1,14,14,14.0,0.929,1.0,13.0,13,14,1,2
14,320,4480,22.857,0.354,0.585,4.46,1584,2621,355,1
9,39,351,4.333,0.368,0.729,2.58,129,256,50,1
17,9,153,0.529,0.209,0.497,1.88,32,76,17,5
2,50,100,25.0,0.46,0.51,15.33,46,51,3,2
7,35,245,5.0,0.302,0.939,1.48,74,230,50,1
8,7,56,0.875,0.357,0.964,1.82,20,54,11,1
7,6,42,0.857,0.214,0.286,9.0,9,12,1,1
7,205,1435,29.286,0.109,0.573,1.26,156,822,124,1
9,18,162,2.0,0.327,0.765,1.83,53,124,29,1
9,219,1971,24.333,0.109,0.538,1.43,215,1060,150,1
9,137,1233,15.222,0.235,0.693,1.7,290,854,171,1
9,21,189,2.333,0.497,0.958,3.62,94,181,26,1
4,115,460,28.75,0.426,0.487,17.82,196,224,11,2
11,84,924,7.636,0.279,0.679,2.35,258,627,110,1
1,107,107,107.0,0.869,1.0,18.6,93,107,5,2
2,18,36,9.0,0.806,0.833,29.0,29,30,1,2
12,66,792,5.5,0.402,0.78,3.03,318,618,105,1
11,22,242,2.0,0.624,0.88,9.44,151,213,16,1
6,50,300,8.333,0.327,0.777,2.0,98,233,49,1
7,92,644,13.143,0.309,0.896,1.88,199,577,106,1
3,90,270,30.0,0.511,0.907,2.34,138,245,59,1
16,424,6784,26.5,0.371,0.563,5.34,2514,3820,471,1
10,215,2150,21.5,0.133,0.464,1.2,287,997,239,1
6,20,120,3.333,0.317,0.983,1.52,38,118,25,1
5,19,95,3.8,0.316,0.916,1.5,30,87,20,1
