input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
100,53,95,92,46,100,11,69,0,26,34,0,76,25,88,62,0
47,86,87,100,100,74,67,51,97,32,96,7,48,0,0,7,3
37,100,0,87,6,57,100,57,95,85,61,85,50,42,49,0,4
0,100,46,100,86,84,68,43,56,0,40,9,50,34,100,34,7
52,100,20,70,0,29,34,0,82,18,100,60,69,94,16,86,0
16,100,0,83,0,65,18,50,50,41,82,34,99,18,100,0,4
0,88,49,100,87,83,78,48,74,14,72,0,48,31,100,40,7
24,100,100,99,93,78,64,48,39,17,19,0,0,31,72,38,7
55,100,0,89,28,57,69,28,35,0,24,26,59,59,100,89,8
26,100,0,58,5,11,55,0,97,28,100,75,56,97,17,68,0
27,51,0,22,43,0,90,13,100,54,75,93,27,100,12,61,0
64,97,32,67,19,26,0,0,30,36,67,67,100,100,47,88,8
35,84,71,100,100,79,72,52,35,31,0,9,39,0,88,0,2
17,85,18,100,46,70,39,35,0,14,34,8,88,0,100,23,2
0,69,27,95,66,100,76,66,61,31,37,1,58,0,100,6,2
91,90,59,64,50,16,0,0,21,44,94,73,100,100,11,92,8
98,68,72,100,25,83,0,39,27,0,77,4,100,47,95,83,0
44,100,11,69,0,30,27,0,79,17,100,53,80,89,24,91,0
52,100,18,79,0,35,23,0,72,18,100,57,72,92,21,85,0
100,74,51,62,0,73,25,100,76,96,78,63,68,31,59,0,9
0,23,63,46,100,87,50,100,34,57,86,23,57,0,9,22,8
100,100,63,100,32,78,8,53,0,23,23,0,63,8,44,32,6
29,38,61,60,92,83,100,100,73,76,49,50,25,25,0,0,1
62,79,70,100,87,73,61,41,20,16,0,26,54,22,100,0,2
55,76,70,100,95,78,72,50,40,25,0,3,40,0,100,2,2
0,68,27,100,73,93,73,52,54,12,50,0,49,34,100,38,7
32,100,7,55,32,98,37,58,54,10,0,0,36,2,100,8,1
6,81,40,100,57,78,38,50,11,24,0,5,51,8,100,0,2
76,54,73,95,27,100,0,60,8,15,53,0,91,29,100,72,0
54,100,0,79,17,60,100,60,85,86,50,82,38,36,33,0,4
14,85,0,48,25,10,73,0,100,35,85,76,43,100,0,84,0
48,91,91,99,100,100,55,93,25,63,57,34,44,2,0,0,5
20,91,61,100,71,78,59,51,100,34,86,11,37,0,0,1,3
0,0,29,19,53,46,78,74,100,100,81,67,65,34,50,0,1
84,100,42,72,2,45,0,39,59,35,100,49,84,36,75,0,4
82,100,30,90,0,59,0,25,45,0,100,15,71,40,10,33,6
63,100,0,72,5,52,93,55,100,73,60,77,34,38,9,0,4
100,100,63,85,33,62,8,37,0,7,39,0,60,25,25,41,6
9,83,66,72,95,100,0,91,44,74,100,73,82,37,78,0,9
16,86,70,100,85,71,51,43,100,40,97,7,37,0,0,26,3
0,53,39,62,72,80,100,100,93,77,82,51,73,25,68,0,1
0,85,33,100,82,80,51,56,67,45,100,17,53,0,11,20,3
0,58,38,78,73,98,100,100,92,74,84,49,77,23,80,0,1
100,100,73,96,45,68,28,37,27,4,76,0,58,24,0,22,6
88,83,71,100,44,78,86,77,100,64,87,21,46,1,0,0,9
21,100,0,79,0,54,42,37,83,52,79,49,81,24,100,0,4
0,9,42,38,73,69,100,100,88,94,73,63,73,31,81,0,1
0,69,49,35,63,0,1,6,41,41,100,72,99,100,19,76,8
100,89,62,100,47,67,91,79,94,67,91,31,63,0,0,3,9
37,100,14,55,84,61,100,20,38,0,2,43,0,83,72,87,5
0,63,22,89,83,100,84,67,57,35,14,8,33,0,100,7,2
0,78,44,100,68,85,66,46,80,8,100,0,38,2,1,7,1
42,100,15,73,0,45,4,17,51,0,100,16,92,43,34,39,6
100,89,39,75,0,78,55,100,93,85,70,54,35,24,23,0,9
0,5,53,33,90,65,100,98,83,100,73,67,73,33,77,0,1
0,91,27,100,31,62,16,26,10,0,40,3,70,7,100,8,2
0,55,37,80,62,100,46,67,27,36,4,5,37,2,100,0,1
100,100,66,98,34,75,10,48,0,17,32,0,57,23,22,40,6
93,100,46,78,13,51,0,21,38,0,100,8,78,28,15,22,6
31,100,4,70,0,37,66,36,100,50,66,68,36,34,14,0,4
16,68,0,37,28,0,80,23,100,67,69,100,16,78,3,35,0
39,79,8,71,0,24,40,0,87,24,100,69,62,100,16,80,0
29,100,0,77,0,53,75,44,100,63,72,51,73,25,67,0,4
92,72,36,59,1,82,54,100,100,82,80,48,40,19,0,0,9
40,100,0,96,1,72,44,91,63,58,100,29,96,0,39,9,9
0,87,35,100,71,87,61,53,33,28,21,3,60,0,100,0,2
45,85,93,100,100,98,48,88,7,62,48,48,48,18,0,0,5
0,63,24,100,62,81,42,37,3,6,1,9,51,2,100,0,2
0,79,27,99,66,100,81,75,58,49,34,22,61,4,100,0,2
100,100,56,83,22,57,0,29,11,0,68,0,62,24,6,11,6
100,51,72,100,0,88,28,42,77,0,2,11,5,55,78,82,8
0,89,9,71,41,41,28,0,20,24,23,69,53,95,100,100,5
0,36,35,56,68,78,100,100,94,76,80,51,70,25,70,0,1
82,83,100,100,54,76,17,47,0,13,46,0,50,30,0,27,6
100,100,54,80,24,55,0,28,0,0,57,1,61,22,0,15,6
28,100,11,66,0,33,50,38,100,42,75,71,57,39,50,0,4
0,61,42,81,100,100,67,80,50,60,25,40,17,20,50,0,1
71,64,100,79,63,100,0,85,29,61,100,66,94,33,95,0,9
19,74,43,100,70,80,53,53,100,42,98,12,50,0,0,4,3
0,56,43,77,75,99,100,100,98,75,94,50,92,25,100,0,1
0,96,10,100,59,99,100,87,93,64,69,43,44,22,25,0,7
27,82,68,100,100,89,65,65,88,41,97,17,49,5,0,0,3
25,67,41,100,80,91,61,53,24,26,0,15,49,6,100,0,2
0,40,37,61,68,85,98,100,100,75,95,50,85,24,80,0,1
87,67,66,100,0,79,49,45,100,10,40,0,37,40,81,78,8
25,76,0,47,20,0,83,22,100,69,49,100,3,65,13,17,0
0,32,24,56,62,77,100,100,100,91,77,62,62,32,54,0,1
100,100,57,88,38,72,19,58,5,44,0,29,0,14,5,0,1
12,87,0,44,20,4,66,0,100,30,89,75,49,100,13,77,0
21,87,61,100,71,66,38,36,0,12,15,1,60,1,100,0,2
31,92,5,50,59,42,43,0,1,3,0,63,45,92,100,100,5
35,60,76,44,56,0,0,3,40,44,100,80,91,100,25,68,8
93,73,57,100,0,81,36,55,100,71,99,43,91,6,26,0,9
13,73,46,100,56,67,40,32,13,0,0,7,49,8,100,6,2
29,91,100,100,79,100,4,95,21,68,68,42,68,14,0,0,5
62,86,97,100,94,71,69,46,37,22,0,2,47,0,100,1,2
51,100,85,98,100,80,67,67,59,43,67,17,37,1,0,0,3
8,100,0,57,22,9,72,0,100,43,78,94,32,95,7,48,0
100,100,49,80,17,51,0,19,34,0,91,15,77,44,23,39,6
0,95,51,100,73,92,64,47,62,0,39,17,52,33,100,36,7
100,65,92,100,39,93,9,62,0,27,31,0,60,26,19,28,6
23,100,9,68,0,36,49,25,100,36,99,65,93,32,83,0,4
15,95,69,100,75,66,51,33,22,0,0,9,30,29,100,33,7
62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,8
41,94,71,72,95,33,34,0,0,27,51,63,100,100,41,94,8
62,83,27,69,70,26,47,0,0,34,63,66,100,98,19,100,8
97,100,43,77,13,42,7,2,68,0,100,34,43,36,0,5,6
77,81,14,100,23,66,79,34,67,0,0,14,47,48,100,80,8
27,93,7,49,15,0,66,1,100,41,91,87,39,100,0,68,0
46,85,42,100,52,73,32,41,0,16,21,7,62,0,100,17,2
16,83,0,47,66,62,86,23,19,0,8,48,12,94,100,100,5
0,53,31,81,51,100,50,62,46,25,15,0,59,1,100,3,1
59,73,48,100,99,95,81,63,93,44,100,13,50,0,0,11,3
55,100,23,73,0,41,4,7,55,0,100,19,68,36,31,15,6
0,55,40,63,77,79,100,100,91,76,88,50,88,24,94,0,1
0,59,33,67,67,92,88,100,71,75,67,50,67,23,100,0,1
47,82,83,100,100,67,67,33,28,0,1,14,0,41,78,35,7
0,93,60,100,70,83,70,67,70,50,80,33,80,16,100,0,1
98,100,50,84,12,55,0,21,48,0,100,22,43,32,14,15,6
41,100,20,80,0,57,39,42,100,55,98,45,72,23,57,0,4
22,100,1,55,10,10,60,0,100,31,97,77,51,99,0,83,0
14,66,23,100,41,74,24,34,0,0,22,15,61,9,100,3,2
40,83,76,100,86,75,56,50,20,29,0,6,49,1,100,0,2
89,100,52,79,19,51,0,27,59,39,100,62,82,31,63,0,4
79,100,33,72,0,41,34,20,100,32,92,63,60,32,31,0,4
0,55,34,87,53,100,49,63,47,26,12,0,34,5,100,5,1
0,86,39,100,89,95,73,74,70,52,100,33,100,13,50,0,3
32,94,0,57,56,47,59,0,17,4,12,64,42,100,100,95,5
73,83,27,87,22,41,0,0,8,36,55,68,100,100,42,85,8
0,81,30,100,100,94,85,68,49,33,30,0,20,40,80,49,7
32,100,0,70,77,67,60,95,60,86,97,52,100,13,19,0,9
99,79,59,100,18,78,0,35,30,0,77,4,100,45,94,88,0
0,97,51,100,82,86,84,65,90,45,100,25,82,8,35,0,3
0,41,30,60,43,85,67,100,74,75,76,49,78,24,100,0,1
92,100,61,85,31,57,10,29,21,0,100,7,69,27,0,13,6
46,100,7,83,0,51,66,52,100,82,76,63,47,32,22,0,4
0,86,22,100,58,82,38,40,16,0,5,44,51,56,100,63,7
65,100,45,90,14,57,0,23,43,0,100,16,80,45,35,27,6
37,100,11,72,0,33,26,0,74,7,100,42,81,79,36,99,0
0,86,47,100,100,91,68,72,58,51,74,31,76,10,11,0,3
0,85,35,100,77,91,65,65,68,40,100,19,73,1,24,0,3
16,72,46,100,85,97,72,60,100,46,86,13,43,0,0,9,3
70,61,65,100,15,70,72,34,87,0,0,10,23,50,100,76,8
0,51,47,70,79,100,75,82,67,46,56,11,42,2,100,0,1
49,73,61,100,0,84,42,42,81,0,26,10,43,56,100,86,8
100,100,63,94,30,68,7,38,7,6,52,0,45,23,0,16,6
0,90,46,100,88,92,79,69,60,48,39,27,47,6,100,0,2
0,87,56,100,80,70,62,35,56,0,11,28,11,43,100,49,7
31,100,17,68,41,36,5,0,0,35,7,81,43,99,100,97,5
56,100,31,68,0,38,27,25,83,22,100,50,91,34,76,0,4
100,100,47,96,10,69,0,37,32,8,88,0,84,25,26,25,6
100,100,46,91,14,64,0,32,8,0,62,0,55,27,6,27,6
41,84,59,100,53,69,28,40,0,14,32,16,67,0,100,21,2
76,98,35,100,58,73,83,91,100,47,97,4,47,0,0,14,9
74,100,50,99,13,67,0,31,35,0,100,10,79,43,10,52,6
10,79,18,48,39,17,0,0,3,38,10,71,54,87,100,100,5
64,100,10,99,0,71,56,77,72,71,100,37,75,8,19,0,9
33,100,19,85,0,68,0,49,24,34,57,25,90,18,100,0,4
49,100,20,81,0,44,17,8,71,0,100,31,85,69,41,94,0
14,73,0,51,9,12,54,0,92,27,100,67,74,100,27,95,0
53,100,7,98,21,69,56,92,63,59,100,25,64,0,0,9,9
16,90,9,61,50,35,23,0,5,35,0,81,48,97,100,100,5
0,58,62,82,78,100,41,75,30,50,32,24,30,2,100,0,1
100,89,74,100,34,76,6,45,0,11,41,0,57,32,12,45,6
100,100,56,87,24,59,5,27,29,0,79,9,38,24,0,2,6
5,66,16,100,100,98,69,58,29,20,75,0,21,32,0,71,8
35,89,3,61,8,8,62,0,100,40,82,89,27,100,0,54,0
17,92,55,100,69,71,38,50,0,38,23,25,61,13,100,0,2
0,91,44,100,58,77,48,39,47,0,25,19,53,39,100,47,7
100,86,63,100,20,78,22,43,76,47,90,13,36,0,0,24,5
10,60,31,100,61,82,37,36,2,0,0,0,50,2,100,3,2
97,72,100,100,44,81,13,53,0,23,41,0,85,22,18,32,6
25,70,54,100,60,66,35,27,0,1,19,10,61,0,100,0,2
0,96,38,100,75,92,70,46,62,0,49,15,63,34,100,38,7
100,89,40,83,63,40,84,0,0,7,53,53,80,100,3,78,8
31,69,49,100,60,70,34,36,0,13,29,21,65,0,100,16,2
100,96,50,100,45,61,91,75,94,78,93,35,57,0,0,1,9
0,93,44,100,78,72,68,33,39,0,20,24,52,44,100,46,7
100,52,40,48,0,71,26,100,78,91,88,57,73,22,33,0,9
0,86,7,95,64,100,100,87,86,65,66,43,48,22,51,0,7
100,80,67,100,42,73,80,70,89,64,79,25,45,1,0,0,9
0,93,36,100,79,98,94,79,72,57,100,33,79,11,38,0,3
48,88,28,58,34,9,0,0,25,42,66,77,100,100,49,78,8
18,64,37,100,40,99,39,59,38,19,0,0,47,0,100,1,1
100,82,51,100,0,72,56,37,78,0,36,12,68,51,92,85,8
0,95,56,100,61,80,51,40,44,0,17,27,41,39,100,47,7
92,78,42,100,0,70,41,36,86,2,19,0,28,34,100,63,8
24,86,22,100,76,90,49,64,57,50,100,27,70,1,0,0,3
91,100,77,80,11,58,0,37,97,45,100,50,51,26,29,0,4
0,82,33,100,77,93,50,66,71,47,100,24,58,7,11,0,3
33,69,57,100,87,75,66,39,24,15,0,15,51,14,100,0,2
29,96,5,100,0,72,4,45,47,36,77,51,75,23,100,0,4
58,94,80,100,81,71,73,44,100,21,75,1,31,0,0,13,3
20,98,49,100,51,65,31,36,0,16,28,10,64,5,100,0,2
17,88,56,100,100,99,92,75,61,55,70,29,42,9,0,0,3
24,78,43,100,54,75,30,43,0,16,27,4,66,0,100,22,2
0,42,44,55,76,78,100,100,80,74,61,47,43,21,27,0,1
48,86,92,100,100,79,58,62,80,48,75,17,33,0,0,15,3
0,69,2,99,41,100,56,72,35,42,23,11,60,0,100,1,2
13,98,0,74,51,57,32,0,2,22,4,85,41,100,100,100,5
0,83,37,100,81,90,65,61,100,45,97,15,54,0,14,7,3
83,61,96,97,50,100,54,66,100,62,92,21,49,0,0,3,9
0,4,74,29,100,62,88,95,74,100,74,67,74,33,76,0,1
26,100,7,77,0,44,43,35,86,46,100,67,91,33,79,0,4
17,84,18,59,48,36,17,0,0,38,6,87,52,93,100,100,5
60,100,25,76,1,49,0,21,42,0,100,7,62,18,5,6,6
68,98,70,100,36,79,0,59,60,49,100,47,73,23,51,0,4
54,100,14,71,0,38,68,33,100,47,61,76,50,38,54,0,4
95,83,17,87,51,48,92,10,0,0,25,37,100,69,94,100,8
100,100,58,82,26,53,6,21,38,0,88,15,57,36,0,29,6
0,79,65,71,100,100,27,90,3,62,78,68,70,41,35,0,9
32,100,0,80,6,56,100,56,57,88,47,84,55,38,60,0,4
35,95,96,100,100,97,27,87,28,66,96,48,72,13,0,0,5
8,100,80,98,100,68,66,35,44,0,0,29,21,40,98,41,7
78,71,36,71,20,95,75,100,100,74,78,46,40,21,0,0,9
43,100,30,87,0,57,51,61,100,75,80,62,50,31,23,0,4
54,100,34,75,6,43,0,11,70,0,100,28,44,46,36,21,6
50,100,35,71,17,42,12,12,56,0,100,20,54,31,0,19,6
33,66,50,100,58,57,36,18,0,0,21,17,61,13,100,4,2
100,100,81,81,39,55,0,28,8,0,75,4,66,31,12,25,6
0,97,67,100,76,73,62,40,51,7,38,0,24,25,100,34,7
23,100,14,76,11,41,94,35,100,51,52,71,24,35,0,0,4
93,97,65,100,65,67,95,98,100,62,82,21,41,0,0,15,9
35,100,9,71,0,26,41,0,93,11,100,53,63,87,11,100,0
88,87,0,82,3,95,97,100,100,75,91,50,91,25,100,0,9
2,66,0,30,18,0,58,6,88,32,100,65,83,95,43,100,0
12,100,0,74,4,42,74,44,100,58,77,65,74,32,65,0,4
27,100,34,93,0,62,25,44,100,44,91,65,68,32,51,0,4
100,92,62,100,21,75,51,73,87,85,63,51,36,17,0,0,9
100,97,76,100,29,72,0,39,15,8,95,0,78,22,0,16,6
36,97,0,59,9,14,61,0,99,34,100,81,53,100,5,73,0
91,74,54,100,0,87,23,59,81,67,100,39,79,4,21,0,9
6,98,50,100,76,67,64,24,67,0,100,25,52,46,0,58,7
27,85,4,57,60,58,65,18,1,0,0,50,24,95,100,100,5
0,88,5,100,67,98,50,67,63,60,100,36,70,7,5,0,3
68,74,10,76,48,100,86,81,97,46,100,12,55,0,0,18,9
0,100,5,86,2,66,3,45,38,34,68,39,81,19,100,0,4
0,83,42,100,100,86,75,43,50,0,11,15,2,27,69,29,7
0,48,30,67,65,85,100,100,84,75,65,51,47,25,34,0,1
8,67,51,37,22,0,9,24,53,58,100,92,59,100,0,74,8
4,85,64,100,96,72,68,34,44,0,100,31,87,44,0,41,7
25,96,76,100,84,73,43,51,80,39,100,13,52,1,0,0,3
0,87,45,72,100,100,27,100,30,73,97,83,89,41,91,0,9
100,60,82,100,22,89,33,44,47,0,0,1,26,42,93,62,8
69,67,100,100,42,94,31,57,86,69,90,43,58,7,0,0,9
1,85,40,100,91,78,41,52,47,45,100,20,56,0,0,15,3
65,90,24,90,0,44,19,0,67,6,100,44,91,91,44,100,0
42,91,48,52,52,15,8,0,0,31,11,70,53,90,100,100,5
20,100,6,54,59,38,49,0,11,4,0,48,41,79,100,93,5
8,96,0,50,12,6,58,0,96,28,100,71,59,95,11,100,0
81,79,38,57,13,88,61,100,84,65,100,28,75,0,0,5,9
22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,8
32,85,67,55,95,10,4,0,12,40,95,71,100,100,0,87,8
76,100,59,66,89,23,9,0,0,31,80,62,100,96,2,86,8
12,67,34,92,100,100,77,71,77,51,89,22,40,0,0,17,3
22,100,65,96,82,55,65,14,38,0,0,29,48,33,100,33,7
25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3
51,99,28,60,40,9,79,0,100,44,81,90,40,100,0,87,0
100,100,86,86,72,71,58,57,42,43,25,28,8,14,0,0,1
20,81,0,39,22,0,68,5,100,37,89,83,47,100,14,68,0
0,77,15,100,46,100,45,64,31,31,35,0,67,1,100,8,2
25,79,57,100,85,78,56,45,84,42,100,11,52,0,0,2,3
42,99,10,59,15,12,66,0,100,38,98,84,49,100,0,75,0
49,97,77,100,79,60,47,28,0,11,8,24,58,14,100,0,2
51,82,100,100,54,76,0,54,8,32,84,45,49,25,27,0,4
87,100,54,64,0,31,9,25,96,33,100,65,70,38,41,0,4
100,95,55,100,13,88,4,62,46,47,70,20,39,0,0,10,5
100,81,52,62,17,77,57,100,79,68,75,31,52,0,0,12,9
50,100,44,93,10,69,0,45,75,49,100,46,60,23,33,0,4
3,74,31,100,45,72,28,36,0,6,9,2,57,0,100,13,2
97,100,61,95,34,60,25,23,65,0,100,25,53,44,0,31,6
34,77,79,59,100,23,28,0,0,32,38,68,93,100,31,87,8
0,95,46,100,14,63,30,49,100,63,94,67,80,29,72,0,4
9,32,60,62,80,100,6,93,36,56,100,27,57,0,0,25,8
0,30,30,53,65,76,100,100,93,79,73,52,50,26,31,0,1
0,64,32,68,73,84,100,100,88,75,81,50,75,25,71,0,1
4,74,38,100,55,71,37,35,6,5,0,7,50,6,100,0,2
0,78,28,100,58,88,45,56,24,28,12,1,55,0,100,2,2
39,84,17,56,31,11,74,0,100,38,87,81,44,100,0,87,0
49,83,8,57,0,17,51,0,93,28,100,70,61,100,8,86,0
36,84,9,86,0,38,27,0,72,9,100,47,88,94,46,100,0
14,81,23,100,81,97,61,66,60,50,100,33,60,7,0,0,3
71,93,85,82,65,100,79,77,100,48,79,18,40,4,0,0,9
48,80,50,100,100,99,78,69,76,49,91,18,45,0,0,9,3
67,100,25,81,0,49,0,15,51,0,100,20,63,40,9,26,6
86,95,9,96,27,61,100,31,64,0,0,24,55,61,93,100,8
3,65,37,55,100,81,54,100,0,75,85,68,69,34,58,0,9
22,71,44,100,56,74,32,32,0,0,18,15,59,24,100,38,2
15,98,0,58,13,17,57,0,96,24,100,67,70,100,29,83,0
3,62,28,94,39,100,41,60,36,22,0,0,50,7,100,13,1
100,67,75,100,0,95,17,64,92,72,100,69,92,33,56,0,9
32,76,51,100,70,73,39,41,0,17,10,18,54,0,100,6,2
6,73,36,100,45,66,31,30,0,0,5,10,52,7,100,9,2
36,100,31,82,0,50,20,26,85,39,100,63,69,32,43,0,4
38,100,24,68,0,35,71,40,100,60,96,50,95,15,100,0,4
45,79,73,100,83,83,89,55,100,27,76,4,38,0,0,5,3
0,84,43,100,55,78,26,51,70,45,100,20,66,0,14,1,3
89,81,49,100,0,84,39,68,100,75,94,54,84,24,51,0,9
44,72,69,100,100,86,67,61,76,49,77,13,37,0,0,19,3
35,77,6,50,3,8,58,0,100,29,94,70,52,100,0,84,0
0,71,28,100,65,83,55,40,20,12,13,16,57,11,100,0,2
15,67,44,100,51,91,44,44,29,0,0,1,50,4,100,2,1
75,61,85,100,22,82,37,42,55,2,0,0,31,36,100,60,8
4,90,53,100,100,91,66,68,78,39,97,9,51,0,0,4,3
54,100,0,78,47,62,63,20,13,0,18,49,40,95,100,95,5
100,100,90,96,45,71,14,43,16,12,78,0,72,16,0,18,6
86,100,36,80,1,49,0,14,56,0,100,23,51,37,2,16,6
73,100,48,70,23,41,21,9,69,1,100,22,46,17,0,0,6
0,46,44,72,86,100,68,93,56,64,56,34,61,5,100,0,1
61,100,19,87,0,51,94,47,100,75,61,94,52,47,58,0,4
31,67,35,99,81,100,73,56,37,23,0,2,50,0,100,3,2
59,85,25,71,88,35,79,0,7,29,62,64,100,100,0,99,8
0,84,25,100,58,74,51,37,38,0,15,20,43,33,100,32,7
14,100,52,100,72,63,62,23,33,0,0,23,50,25,100,27,7
4,76,0,33,34,0,84,17,100,61,72,100,25,90,14,45,0
16,81,54,100,100,89,60,61,58,48,97,28,57,0,0,5,3
27,95,39,62,75,32,39,0,0,19,12,65,45,97,100,100,5
0,60,39,49,100,78,57,100,10,68,88,58,80,20,11,0,9
100,83,54,100,23,73,70,65,89,68,89,26,51,0,0,12,9
43,62,33,100,79,92,74,47,39,14,0,0,49,10,100,8,2
60,73,59,100,19,73,53,36,51,0,0,20,50,52,100,80,8
59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0,4
16,83,60,100,100,80,71,53,72,45,96,22,49,0,0,3,3
2,79,48,100,81,75,59,33,22,0,0,3,49,13,100,6,2
31,96,0,55,57,54,64,6,20,0,22,61,39,99,100,100,5
25,91,23,61,75,55,57,3,0,0,13,55,28,99,100,100,5
75,77,41,100,19,68,65,36,59,0,0,5,43,38,100,66,8
18,100,16,90,0,63,28,44,88,52,100,53,89,27,88,0,4
14,77,37,100,51,74,32,41,0,18,33,16,68,0,100,18,2
0,65,46,80,88,100,100,94,76,69,53,45,29,20,26,0,1
0,98,42,100,73,70,60,31,35,0,5,27,52,32,100,24,7
81,100,27,92,0,59,2,22,47,0,95,23,100,61,88,97,0
0,95,5,58,87,60,85,16,19,0,12,48,13,93,100,100,5
65,100,36,87,0,59,87,63,100,82,75,83,51,41,29,0,4
45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4
82,100,64,75,16,46,0,13,73,1,100,20,27,27,47,0,6
10,86,69,100,39,91,3,66,44,47,100,36,61,11,0,0,5
17,91,50,100,76,77,63,59,100,38,84,10,35,0,0,12,3
18,82,22,100,39,68,27,30,0,1,23,8,67,0,100,20,2
44,78,73,100,100,86,81,60,98,38,94,12,48,0,0,3,3
0,82,38,100,74,76,49,36,15,0,6,11,35,38,100,43,7
39,100,0,74,19,51,81,52,100,70,70,63,52,32,44,0,4
46,85,36,68,84,79,42,100,79,65,100,23,53,0,0,8,9
100,85,32,100,0,67,56,34,68,0,23,24,71,59,61,84,8
78,64,54,53,23,76,66,100,100,72,87,31,49,0,0,6,9
86,71,70,100,0,87,13,60,86,71,100,60,87,27,88,0,9
9,79,81,99,100,100,81,73,77,45,74,17,0,0,15,3,1
0,42,30,56,59,72,86,94,100,100,80,68,62,35,53,0,1
0,100,44,97,54,61,41,23,23,0,9,38,52,44,100,41,7
100,100,71,95,30,64,1,27,32,0,82,19,54,51,0,48,6
100,100,58,94,21,66,5,35,17,4,74,0,62,29,0,37,6
0,100,30,99,67,97,100,93,72,75,53,51,44,23,52,0,7
46,100,20,73,0,43,46,30,100,45,93,58,63,30,52,0,4
1,63,3,27,37,0,79,18,100,54,89,90,41,100,0,80,0
16,97,76,100,80,61,56,22,34,0,0,37,37,45,100,42,7
11,71,16,100,53,79,44,41,9,14,0,6,50,3,100,0,2
54,81,46,98,86,100,75,58,43,24,0,0,48,2,100,8,2
100,71,44,70,53,100,85,86,86,51,90,16,50,0,0,19,9
63,79,67,100,100,100,84,73,69,50,73,23,41,4,0,0,3
98,76,67,100,0,92,23,66,90,74,100,53,72,22,19,0,9
38,92,100,100,52,94,15,58,69,72,94,35,58,0,0,2,5
76,100,37,76,8,50,0,21,41,0,100,8,95,29,34,21,6
100,80,48,72,0,81,34,100,66,83,63,55,54,27,54,0,9
0,77,20,100,50,86,34,51,6,23,20,7,60,4,100,0,2
13,77,21,58,46,25,11,0,0,42,2,88,49,98,100,100,5
96,98,44,100,5,72,0,36,38,8,100,6,61,21,11,0,6
2,63,0,92,39,96,83,100,100,87,81,59,68,30,60,0,7
89,100,52,74,30,43,19,11,63,0,100,23,56,44,0,41,6
63,48,100,75,75,100,20,87,0,58,57,51,82,33,62,0,9
21,87,49,100,96,87,53,63,65,48,100,21,55,0,0,5,3
64,88,84,100,100,78,76,54,85,33,86,10,42,0,0,4,3
100,99,45,100,22,65,69,74,88,88,86,44,58,6,0,0,9
0,81,34,100,62,73,54,36,39,0,12,16,50,27,100,30,7
32,84,79,64,85,100,35,78,74,68,100,37,82,0,0,0,9
100,99,40,91,66,49,58,8,0,0,22,41,66,76,72,100,8
28,97,2,70,47,39,61,0,24,24,0,67,39,94,100,100,5
38,88,80,100,100,82,75,58,99,35,76,10,33,0,0,19,3
18,93,10,55,55,27,13,0,0,34,5,81,45,100,100,98,5
47,100,30,73,0,40,22,21,89,23,100,55,71,34,49,0,4
31,88,3,84,77,100,100,96,69,72,37,49,14,24,0,0,1
54,85,100,100,99,98,49,86,23,60,63,34,50,1,0,0,5
26,80,23,56,60,24,28,0,0,24,13,68,47,97,100,100,5
63,88,87,80,71,100,71,78,100,61,99,21,52,0,0,12,9
68,90,91,100,56,88,96,81,100,43,84,7,40,0,0,20,9
2,81,28,100,68,83,67,49,37,23,0,1,48,0,100,1,2
21,74,4,74,2,19,63,0,100,49,71,100,10,73,0,20,0
46,100,26,74,0,47,20,25,84,33,100,55,76,28,69,0,4
0,100,34,97,55,66,57,32,40,0,15,22,46,36,100,42,7
18,97,35,100,0,76,0,53,64,54,100,53,75,27,66,0,4
0,87,39,100,61,70,47,27,36,0,11,33,55,35,100,39,7
55,85,67,100,86,75,67,47,100,31,83,9,38,0,0,8,3
79,90,61,100,26,73,44,60,97,50,100,17,51,0,0,8,5
0,55,39,74,76,95,100,100,87,75,72,50,61,25,57,0,1
59,99,8,100,24,58,81,28,57,0,0,25,39,64,100,93,8
62,100,15,83,3,62,0,40,79,34,100,43,79,22,88,0,4
100,84,42,100,0,72,39,36,75,0,32,16,63,55,69,91,8
76,70,32,100,10,71,85,41,100,4,4,0,0,39,54,73,8
0,75,46,58,67,22,21,0,29,36,74,67,100,100,36,86,8
0,93,46,100,94,90,83,52,69,14,49,0,49,28,100,28,7
88,100,65,83,33,54,0,30,65,27,100,48,98,31,94,0,4
29,88,77,100,81,74,47,51,100,49,98,20,56,0,0,4,3
100,100,64,87,36,66,14,44,0,20,23,0,57,10,24,20,6
0,100,52,99,100,92,74,57,58,19,49,0,37,39,87,45,7
29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
100,100,61,90,71,68,95,88,94,54,79,22,41,0,0,13,9
100,94,58,100,15,70,0,34,28,1,97,0,91,28,31,21,6
34,95,78,100,100,83,65,63,91,37,91,11,46,0,0,5,3
14,88,49,100,65,77,34,53,0,31,1,7,50,0,100,0,2
89,100,43,93,3,58,0,15,57,2,100,29,43,35,24,0,6
16,71,44,100,64,71,40,31,0,11,23,12,66,0,100,15,2
